N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Down,Neutral,,Down,,Neutral,,Neutral,Neutral,PC,PC,Cloudy,PC,,,StrongWest,,,Weak,,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,May15_Jun14,B,AB,Stifling,LessThanAve,LessThanAve,,N5GtLIGt_8,,LessUnstable,,B,,Moderate,Moderate,B,,SIG,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,,NWQuad,LVorOther,
StrongUp,Down,Neutral,Down,Down,,Dry,Neutral,,PC,,Clear,Clear,,,DCVZFavor,,Weak,Weak,,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,,D,,Stifling,MoreThanAve,MoreThanAve,CDEJ,,,,Average,D,PartInhibit,Moderate,Slight,D,SIG,SIG,,LowSHighN,CloseToDryAd,Average,Steep,OtherRapid,Other,,SigNegative,Other,AllElse,Westerly,SEQuad
Neutral,Neutral,,Neutral,Neutral,Dry,Wet,Wet,Wet,PC,Clear,PC,PC,,Strong,DCVZFavor,,,Weak,Some,,Increasing,Negative,LittleChange,SIG,,,CThruK,PartInhibit,Average,MoreThanAve,K,,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,,Slight,K,,XNIL,,LowNHighS,ModerateOrLe,,ModerateOrLe,StrongFront,,,NegToPos,QStationary,SWQuad,,WidespdDnsl
StrongUp,Down,Neutral,StrongUp,StrongUp,VeryWet,,VeryWet,,Clear,PC,Clear,Cloudy,Strong,Strong,DCVZFavor,Strong,,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,,LILt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,C,,XNIL,SIG,,,Average,ModerateOrLe,,MoistMDryL,E_W_N,SigPositive,,AllElse,,LongAnticyc
,WeakUp,,Neutral,Neutral,Wet,Neutral,Wet,Wet,,PC,,Cloudy,Weak,,StrongWest,Weak,,Weak,Marked,IncCapDecIns,,Negative,LittleChange,SIG,Aug20_Sep15,F,CThruK,PartInhibit,Average,,,N5GtLIGt_8,Stability,LessUnstable,,ACEFK,PartInhibit,Moderate,Slight,F,XNIL,XNIL,SIG,,,VeryMoist,ModerateOrLe,StrongFront,Other,,,,AllElse,LVorOther,E_NE
Down,,Down,Neutral,Neutral,Wet,,Neutral,Neutral,PC,Clear,,Clear,Strong,,StrongWest,Weak,Weak,,,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul2_Jul15,A,AB,,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Strong,A,SIG,SIG,SIG,LowEvrywhere,Steep,Average,CloseToDryAd,MarkedUpper,Other,DenvCyclone,SigNegative,Moving,SWQuad,,DenvCyclone
StrongUp,Neutral,StrongUp,WeakUp,WeakUp,Wet,,,Neutral,Cloudy,,Cloudy,,,,Other,,,,,,Increasing,WeakPos,Increasing,XNIL,,J,CThruK,PartInhibit,,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,MoreUnstable,,,,Moderate,J,XNIL,XNIL,XNIL,LowNHighS,Steep,Average,Steep,NoMajor,Other,DryLine,LittleChange,,LV,LVorOther,LV
WeakUp,Neutral,Down,Neutral,,Wet,,Neutral,Neutral,PC,PC,PC,PC,,,DCVZFavor,,Strong,,,IncCapDecIns,Increasing,,Increasing,XNIL,Aug20_Sep15,A,AB,,,,ABI,N1GtLIGt_4,,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,,A,SVR,,SVR,,Stable,VeryMoist,Steep,MarkedUpper,,DenvCyclone,NegToPos,QStationary,SWQuad,Westerly,
,StronUp,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,PC,Clear,,,Weak,Westerly,,,Weak,Some,DecCapIncIns,,Negative,Decreasing,XNIL,Aug20_Sep15,I,CThruK,PartInhibit,MoreThanAve,Average,ABI,,Neutral,MoreUnstable,MoreUnstable,HI,Stifling,,,,SVR,SVR,SVR,LowSHighN,Stable,,Steep,NoMajor,Other,MovingFtorOt,,,SWQuad,Westerly,E_NE
WeakUp,WeakUp,Neutral,Neutral,Neutral,,Dry,,,Clear,Cloudy,Cloudy,Cloudy,,,Other,,,,,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,B,,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,,B,Stifling,,,B,SIG,SIG,SIG,Other,ModerateOrLe,Average,Steep,,DryMMoistL,E_W_N,LittleChange,,NWQuad,Westerly,SEQuad
Down,StronUp,Down,Down,Down,Dry,Neutral,VeryWet,Wet,Cloudy,PC,PC,,Weak,Strong,DCVZFavor,Weak,,,Marked,,LittleChange,,LittleChange,SIG,May15_Jun14,H,,,Average,Average,H,,Neutral,Average,Average,,PartInhibit,Unfavorable,,H,XNIL,XNIL,SIG,,Stable,VeryMoist,Steep,,,MovingFtorOt,LittleChange,,AllElse,Westerly,E_NE
Down,Neutral,,Neutral,Neutral,Dry,Dry,VeryWet,Wet,Clear,Cloudy,Clear,,Strong,Strong,,Strong,,Strong,Marked,LittleChange,,Neutral,Decreasing,SIG,Aug20_Sep15,,CThruK,Stifling,,Average,,,Neutral,MoreUnstable,MoreUnstable,ACEFK,Stifling,Strong,Slight,C,,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,Other,E_W_S,PosToNeg,Other,NWQuad,,LongAnticyc
,WeakUp,Down,WeakUp,WeakUp,,Dry,Neutral,Neutral,,PC,PC,PC,,,DCVZFavor,,,,,LittleChange,,Negative,LittleChange,XNIL,May15_Jun14,F,,,,LessThanAve,,N1GtLIGt_4,Stability,,,ACEFK,PartInhibit,Unfavorable,Slight,F,XNIL,XNIL,XNIL,,Steep,VeryMoist,,,Other,,PosToNeg,,AllElse,LVorOther,LV
StrongUp,Neutral,Neutral,Neutral,,Neutral,Wet,Wet,VeryWet,Clear,Cloudy,PC,Cloudy,Strong,Strong,DCVZFavor,Weak,,Strong,,DecCapIncIns,Decreasing,,LittleChange,SVR,Aug20_Sep15,C,CThruK,,LessThanAve,LessThanAve,,N1GtLIGt_4,Stability,Average,,ACEFK,,Weak,Slight,C,XNIL,,SVR,LowNHighS,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,Other,E_W_S,,,NWQuad,,
Neutral,Down,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Cloudy,Cloudy,Cloudy,PC,Weak,,Other,,Weak,,,IncCapDecIns,Increasing,Neutral,LittleChange,,,E,CThruK,PartInhibit,,Average,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,,PartInhibit,Strong,,,SIG,SIG,SIG,LowNHighS,Stable,Average,ModerateOrLe,OtherRapid,MoistMDryL,,LittleChange,QStationary,SWQuad,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,,Dry,VeryWet,Wet,VeryWet,PC,Cloudy,,,,,Other,,,,,LittleChange,,Neutral,LittleChange,XNIL,Aug20_Sep15,C,CThruK,PartInhibit,,,CDEJ,,Neutral,Average,Average,ACEFK,TotalInhibit,Moderate,Slight,C,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,,,DryMMoistL,E_W_N,SigPositive,Other,,,WidespdDnsl
WeakUp,,Neutral,Neutral,,Neutral,,Neutral,,Clear,,Clear,Clear,,Strong,DCVZFavor,Strong,Weak,Strong,,,Increasing,,Increasing,,,H,CThruK,,Average,MoreThanAve,H,N1GtLIGt_4,Instability,Average,MoreUnstable,HI,Stifling,Moderate,,H,XNIL,XNIL,,Other,Stable,,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_N,NegToPos,Moving,NWQuad,LVorOther,E_NE
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Wet,Wet,PC,,PC,,,,,,,,,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Jul2_Jul15,D,CThruK,PartInhibit,Average,,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,,TotalInhibit,Moderate,,D,XNIL,SIG,SIG,Other,Steep,Dry,ModerateOrLe,StrongFront,Other,,NegToPos,,SWQuad,,
Down,Neutral,,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,,Clear,Clear,,Strong,Westerly,Weak,Weak,Strong,Some,,LittleChange,Negative,Decreasing,SIG,Aug11_Aug20,J,CThruK,PartInhibit,LessThanAve,LessThanAve,,LILt_8,Stability,Average,LessUnstable,,,,,J,XNIL,XNIL,SIG,LowAtStation,,,ModerateOrLe,,DryMMoistL,,LittleChange,,LV,LVorOther,LV
WeakUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,VeryWet,VeryWet,VeryWet,PC,Cloudy,Clear,PC,Weak,Strong,Other,,,,Some,LittleChange,,WeakPos,Increasing,SIG,,,,,LessThanAve,LessThanAve,,LIGt0,Neutral,LessUnstable,MoreUnstable,B,PartInhibit,Moderate,,B,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,,MoistMDryL,DenvCyclone,,Other,AllElse,LVorOther,DenvCyclone
StrongUp,Neutral,Down,,Neutral,,Dry,Neutral,Neutral,Clear,Cloudy,Clear,Clear,,,StrongWest,Weak,Weak,Weak,Some,IncCapDecIns,Increasing,Negative,,XNIL,Jul16_Aug10,G,CThruK,,Average,,G,N1GtLIGt_4,,,Average,GJ,,Strong,Strong,G,SIG,SIG,,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,,,,,,AllElse,Westerly,
WeakUp,Neutral,,Neutral,Neutral,,Wet,Neutral,,Clear,Clear,,Clear,,,,,,,,,Decreasing,,Decreasing,,May15_Jun14,K,,,Average,LessThanAve,,LIGt0,,Average,Average,ACEFK,PartInhibit,Moderate,Strong,,SIG,SIG,SIG,Other,Steep,,ModerateOrLe,StrongFront,DryMMoistL,DenvCyclone,SigPositive,,NWQuad,,WidespdDnsl
Neutral,Neutral,Neutral,Neutral,,,VeryWet,Wet,Wet,,PC,Clear,Clear,Weak,Strong,,Weak,,Weak,Some,IncCapDecIns,,,LittleChange,SVR,Aug20_Sep15,,CThruK,PartInhibit,Average,MoreThanAve,G,N5GtLIGt_8,,Average,LessUnstable,GJ,TotalInhibit,Weak,,G,XNIL,,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,,LittleChange,,NWQuad,LVorOther,WidespdDnsl
StrongUp,WeakUp,WeakUp,WeakUp,,VeryWet,,,Wet,,PC,PC,PC,,Strong,DCVZFavor,,,Strong,,,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,J,CThruK,PartInhibit,,MoreThanAve,,N1GtLIGt_4,,Average,MoreUnstable,,,Moderate,,J,XNIL,,SIG,LowAtStation,Stable,Dry,,NoMajor,,E_W_S,,,LV,LVorOther,
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,,Neutral,Wet,,,Clear,Clear,,Weak,StrongWest,Strong,,Strong,,,Decreasing,StrongPos,Increasing,XNIL,Jun15_Jul1,J,,,LessThanAve,,CDEJ,,Stability,LessUnstable,LessUnstable,GJ,,,Slight,J,XNIL,XNIL,XNIL,Other,ModerateOrLe,Dry,ModerateOrLe,OtherRapid,,DryLine,SigNegative,Other,AllElse,,
Down,,,Neutral,,Neutral,Dry,Neutral,Neutral,PC,Cloudy,Cloudy,,,Strong,,Strong,Weak,Strong,,IncCapDecIns,,WeakPos,Increasing,SIG,Jul16_Aug10,G,CThruK,TotalInhibit,,,G,N1GtLIGt_4,Instability,Average,MoreUnstable,GJ,,Moderate,Strong,,SIG,SIG,SIG,LowEvrywhere,,Dry,CloseToDryAd,OtherRapid,MoistMDryL,,LittleChange,QStationary,SWQuad,LVorOther,WidespdDnsl
,WeakUp,StrongUp,Neutral,,VeryWet,,Wet,,,PC,Cloudy,,,Strong,DCVZFavor,,,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,SIG,May15_Jun14,H,CThruK,,Average,MoreThanAve,H,N5GtLIGt_8,Stability,,LessUnstable,,,Weak,,,XNIL,XNIL,,LowMtsHighPl,Stable,Average,ModerateOrLe,MarkedUpper,,MovingFtorOt,SigPositive,Moving,NWQuad,LVorOther,
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,,VeryWet,Neutral,,Clear,PC,Clear,Clear,Strong,,DCVZFavor,Weak,,,Marked,LittleChange,LittleChange,,Decreasing,XNIL,May15_Jun14,B,,PartInhibit,LessThanAve,,ABI,N5GtLIGt_8,,Average,LessUnstable,B,,Unfavorable,,B,,XNIL,XNIL,LowMtsHighPl,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,E_W_N,LittleChange,,NWQuad,LVorOther,DenvCyclone
Down,Down,Neutral,Down,Down,VeryWet,,Neutral,,PC,Cloudy,PC,PC,Weak,Strong,Other,,Weak,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,E,,PartInhibit,Average,MoreThanAve,,N1GtLIGt_4,Stability,,,ACEFK,PartInhibit,,,E,XNIL,,SIG,LowAtStation,Steep,,Steep,NoMajor,MoistMDryL,DryLine,SigNegative,,,LVorOther,LongAnticyc
StrongUp,WeakUp,Neutral,,,Neutral,Dry,,Dry,PC,PC,PC,Clear,Strong,Strong,Westerly,,Strong,Strong,,DecCapIncIns,Decreasing,WeakPos,LittleChange,,,K,CThruK,,Average,Average,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,,,Weak,Slight,K,XNIL,XNIL,XNIL,LowEvrywhere,,Average,,StrongFront,,MovingFtorOt,LittleChange,Other,AllElse,Westerly,LongAnticyc
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Neutral,Neutral,,Neutral,PC,PC,PC,Cloudy,Strong,Strong,Other,Weak,,Weak,,LittleChange,,StrongPos,Increasing,XNIL,Jul16_Aug10,,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,,MoreUnstable,GJ,,Moderate,Strong,J,SIG,SIG,SIG,LowAtStation,,,Steep,NoMajor,MoistMDryL,,LittleChange,Other,LV,LVorOther,DenvCyclone
,Neutral,Neutral,Neutral,Neutral,Dry,,Neutral,Neutral,Clear,PC,PC,PC,,Weak,DCVZFavor,Weak,,Weak,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jun15_Jul1,G,CThruK,Stifling,,MoreThanAve,G,N5GtLIGt_8,,MoreUnstable,MoreUnstable,,,Moderate,Moderate,,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,,MarkedUpper,MoistMDryL,E_W_S,,,LV,LVorOther,LongAnticyc
WeakUp,Neutral,,,WeakUp,Neutral,Dry,,Dry,Clear,,Clear,Clear,,,StrongWest,,Strong,Strong,,DecCapIncIns,Decreasing,StrongPos,Increasing,,Aug20_Sep15,B,,,MoreThanAve,Average,ABI,N5GtLIGt_8,Instability,,MoreUnstable,,PartInhibit,Weak,,B,,SVR,SVR,HighEvrywher,Stable,VeryMoist,,NoMajor,Other,DenvCyclone,PosToNeg,Other,NWQuad,LVorOther,E_NE
WeakUp,WeakUp,Neutral,WeakUp,,Wet,Neutral,,VeryWet,Clear,PC,Clear,PC,,,Westerly,,Weak,Weak,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,SVR,May15_Jun14,,CThruK,,LessThanAve,LessThanAve,K,N5GtLIGt_8,Instability,,MoreUnstable,ACEFK,,Unfavorable,,K,XNIL,XNIL,SVR,,Steep,Average,ModerateOrLe,StrongFront,,,SigPositive,QStationary,,Westerly,WidespdDnsl
,StronUp,WeakUp,,,,,Neutral,Wet,PC,,PC,,,Strong,StrongWest,Strong,,Weak,Marked,LittleChange,,,Increasing,SIG,Aug20_Sep15,G,CThruK,,MoreThanAve,MoreThanAve,G,,Stability,MoreUnstable,MoreUnstable,,PartInhibit,Weak,,,,XNIL,SIG,LowEvrywhere,CloseToDryAd,,CloseToDryAd,,MoistMDryL,DryLine,PosToNeg,,AllElse,,WidespdDnsl
Neutral,WeakUp,StrongUp,,WeakUp,,Wet,,Neutral,Clear,PC,Clear,Clear,Strong,Strong,,Strong,,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Jul16_Aug10,B,AB,Stifling,MoreThanAve,LessThanAve,,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,,Weak,,B,SIG,SIG,SIG,LowSHighN,Stable,Average,,NoMajor,DryMMoistL,E_W_N,LittleChange,Moving,NWQuad,Westerly,DenvCyclone
,Neutral,StrongUp,StrongUp,StrongUp,Wet,VeryWet,Wet,,Clear,,,,,,,,,Weak,,,,Negative,,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,,PartInhibit,,Strong,,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,,ModerateOrLe,,MoistMDryL,E_W_S,,,AllElse,,LV
Down,Neutral,Down,Neutral,Neutral,Neutral,,Neutral,,Clear,PC,Clear,Clear,,,StrongWest,Strong,,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,,A,AB,,LessThanAve,,ABI,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,,Moderate,Strong,A,SVR,SVR,SVR,HighEvrywher,Stable,,CloseToDryAd,,,DenvCyclone,LittleChange,,,LVorOther,DenvCyclone
,,WeakUp,WeakUp,WeakUp,VeryWet,Neutral,,VeryWet,PC,Clear,Clear,,Strong,Strong,,,,Strong,,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jun15_Jul1,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Neutral,Average,LessUnstable,GJ,,Moderate,Moderate,G,SIG,SIG,SIG,,CloseToDryAd,Dry,CloseToDryAd,,Other,E_W_N,SigNegative,,,,
StrongUp,Down,WeakUp,,WeakUp,Dry,Neutral,VeryWet,Wet,,PC,Clear,Clear,Weak,Strong,DCVZFavor,Weak,Strong,Weak,Marked,IncCapDecIns,,WeakPos,Increasing,SIG,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,TotalInhibit,Weak,,B,XNIL,XNIL,SIG,HighEvrywher,Steep,Dry,ModerateOrLe,OtherRapid,DryMMoistL,DenvCyclone,SigNegative,,,LVorOther,DenvCyclone
Down,,,Neutral,Neutral,,,Wet,Wet,Clear,Clear,Clear,Clear,Strong,,DCVZFavor,Strong,,Strong,,IncCapDecIns,Increasing,Negative,Decreasing,,May15_Jun14,K,CThruK,,LessThanAve,LessThanAve,K,N1GtLIGt_4,Neutral,LessUnstable,,,PartInhibit,Moderate,Strong,K,SVR,SVR,,Other,,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,DryLine,SigPositive,,AllElse,Westerly,SEQuad
Down,WeakUp,Neutral,,,Dry,Dry,,,PC,,,PC,,,Westerly,,,,,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul16_Aug10,D,CThruK,PartInhibit,Average,,CDEJ,N5GtLIGt_8,Neutral,,Average,,,Moderate,Strong,D,SIG,SIG,,LowMtsHighPl,Steep,Dry,,MarkedUpper,MoistMDryL,DryLine,PosToNeg,,NWQuad,LVorOther,DenvCyclone
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,Neutral,,,PC,,,PC,Strong,,StrongWest,Strong,Strong,Strong,Marked,,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,,,,ACEFK,,,Strong,K,SVR,SVR,SVR,Other,Steep,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,DryLine,SigNegative,Moving,AllElse,LVorOther,WidespdDnsl
Neutral,Neutral,,Neutral,Neutral,,Dry,,Wet,PC,Clear,Cloudy,Cloudy,Strong,Strong,Westerly,Strong,,Weak,Some,,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,E,CThruK,,Average,MoreThanAve,,N1GtLIGt_4,Neutral,Average,,ACEFK,PartInhibit,Weak,,,,XNIL,SIG,LowEvrywhere,Steep,Average,,NoMajor,MoistMDryL,,NegToPos,,SWQuad,LVorOther,LV
StrongUp,StronUp,,,StrongUp,Dry,Dry,Wet,Wet,PC,,Clear,PC,,Weak,DCVZFavor,Weak,,,Some,LittleChange,LittleChange,,LittleChange,XNIL,,I,CThruK,PartInhibit,,Average,ABI,LILt_8,,Average,MoreUnstable,HI,,Unfavorable,,I,,SIG,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,,LittleChange,Moving,SWQuad,Westerly,E_NE
Neutral,StronUp,Neutral,,,VeryWet,,VeryWet,VeryWet,,PC,Clear,Clear,,Weak,,,,,,DecCapIncIns,Decreasing,Negative,,SIG,Aug20_Sep15,,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,,,,B,PartInhibit,,,B,XNIL,XNIL,SIG,,,VeryMoist,Steep,NoMajor,Other,E_W_S,LittleChange,Other,LV,LVorOther,SEQuad
StrongUp,Neutral,Neutral,Neutral,,Dry,Wet,Neutral,Neutral,Clear,Clear,Clear,Clear,,,StrongWest,Strong,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul16_Aug10,F,CThruK,,LessThanAve,LessThanAve,F,N1GtLIGt_4,,,MoreUnstable,,,Weak,,,XNIL,XNIL,,,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,E_W_N,SigNegative,,,,LV
Down,Neutral,WeakUp,,Down,Neutral,,,Wet,,,Clear,Clear,Weak,Strong,StrongWest,Weak,Weak,Weak,Marked,IncCapDecIns,,WeakPos,Decreasing,,Jul2_Jul15,B,AB,PartInhibit,LessThanAve,,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,,Unfavorable,,B,XNIL,XNIL,,,ModerateOrLe,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,,PosToNeg,Other,SWQuad,LVorOther,
WeakUp,,Down,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,PC,Clear,PC,PC,Strong,,Other,,,,,,Decreasing,WeakPos,,,Aug20_Sep15,J,CThruK,,MoreThanAve,LessThanAve,CDEJ,N5GtLIGt_8,,Average,Average,GJ,,Strong,Moderate,J,SVR,SVR,,LowAtStation,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,,QStationary,LV,,DenvCyclone
StrongUp,WeakUp,Down,Down,Down,VeryWet,,VeryWet,,Cloudy,Cloudy,Cloudy,Cloudy,Strong,Strong,Westerly,,,Weak,,IncCapDecIns,Increasing,StrongPos,LittleChange,SIG,,K,CThruK,,LessThanAve,LessThanAve,,,Neutral,,MoreUnstable,ACEFK,,Moderate,Moderate,K,SVR,,,,Stable,,ModerateOrLe,,,MovingFtorOt,SigNegative,,NWQuad,Westerly,WidespdDnsl
WeakUp,WeakUp,,WeakUp,WeakUp,Neutral,Dry,,Dry,Cloudy,PC,,PC,Weak,Weak,Westerly,Weak,,,,IncCapDecIns,Increasing,,Decreasing,,Aug20_Sep15,C,CThruK,Stifling,,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,,C,XNIL,XNIL,SIG,LowEvrywhere,Stable,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,PosToNeg,,LV,LVorOther,LongAnticyc
,,Neutral,StrongUp,StrongUp,Wet,Neutral,Neutral,Wet,PC,,PC,PC,Weak,,StrongWest,Strong,,Strong,Marked,,LittleChange,StrongPos,,,,A,AB,PartInhibit,Average,Average,ABI,LIGt0,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,,A,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,VeryMoist,Steep,,DryMMoistL,Other,PosToNeg,Other,SWQuad,,E_NE
Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Clear,Clear,,PC,,Weak,StrongWest,Weak,,Weak,Some,IncCapDecIns,,Negative,Increasing,SIG,,K,CThruK,PartInhibit,Average,MoreThanAve,K,N1GtLIGt_4,Stability,Average,MoreUnstable,,,Weak,,K,XNIL,XNIL,SIG,Other,ModerateOrLe,Average,,StrongFront,Other,MovingFtorOt,SigPositive,,NWQuad,Westerly,
Neutral,Neutral,WeakUp,WeakUp,WeakUp,,Dry,Dry,Neutral,Cloudy,,,Cloudy,Strong,Strong,Westerly,Strong,Weak,,Marked,DecCapIncIns,Decreasing,Negative,,SVR,,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,,Instability,,LessUnstable,ACEFK,,,,E,,,,LowAtStation,Steep,Dry,ModerateOrLe,NoMajor,MoistMDryL,,SigNegative,Moving,SWQuad,LVorOther,
Neutral,Neutral,Neutral,Neutral,,Neutral,Neutral,Wet,Wet,,Clear,Clear,Clear,,Weak,Westerly,,,Weak,Some,LittleChange,LittleChange,,LittleChange,,,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,,Instability,,MoreUnstable,ACEFK,,Moderate,Slight,C,XNIL,XNIL,XNIL,LowAtStation,Steep,Dry,,NoMajor,MoistMDryL,,,,AllElse,LVorOther,
Down,WeakUp,,Down,Down,VeryWet,Dry,Neutral,,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,,Strong,Some,LittleChange,LittleChange,Neutral,,XNIL,Jul16_Aug10,E,CThruK,Stifling,,MoreThanAve,,LILt_8,Stability,Average,Average,ACEFK,,Weak,Strong,,,SVR,SVR,LowSHighN,ModerateOrLe,,Steep,OtherRapid,MoistMDryL,,SigPositive,,SWQuad,,LV
Neutral,,StrongUp,,WeakUp,Neutral,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,Strong,Strong,,Weak,Strong,,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SVR,Aug11_Aug20,J,CThruK,PartInhibit,LessThanAve,,CDEJ,N5GtLIGt_8,,MoreUnstable,,GJ,,Weak,Slight,J,XNIL,XNIL,SVR,LowAtStation,Steep,Dry,CloseToDryAd,NoMajor,DryMMoistL,DryLine,SigNegative,Other,,,LV
Down,Neutral,,Neutral,Neutral,,VeryWet,Wet,Wet,PC,PC,PC,PC,Weak,Strong,Westerly,Strong,Strong,,,LittleChange,LittleChange,Neutral,,XNIL,Jul2_Jul15,E,,PartInhibit,Average,LessThanAve,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,,,Moderate,E,SVR,SVR,SVR,LowNHighS,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,DryLine,LittleChange,,SWQuad,LVorOther,LongAnticyc
