N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
,,Neutral,,Neutral,Wet,Wet,Wet,VeryWet,Clear,PC,PC,Cloudy,,Weak,,,,,Some,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,H,,,LessThanAve,LessThanAve,H,N5GtLIGt_8,Stability,Average,MoreUnstable,,Stifling,Weak,Slight,H,XNIL,,XNIL,Other,ModerateOrLe,Average,,,DryMMoistL,MovingFtorOt,SigPositive,,SWQuad,,LongAnticyc
WeakUp,,Neutral,WeakUp,WeakUp,Dry,Neutral,VeryWet,VeryWet,PC,PC,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,Decreasing,SVR,Jul16_Aug10,I,CThruK,Stifling,Average,MoreThanAve,,N1GtLIGt_4,Stability,Average,LessUnstable,HI,PartInhibit,Weak,,I,XNIL,XNIL,SVR,LowSHighN,Steep,Dry,CloseToDryAd,NoMajor,DryMMoistL,Other,LittleChange,Moving,AllElse,LVorOther,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,PC,Clear,,PC,,,Westerly,,Weak,,,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,K,CThruK,TotalInhibit,,MoreThanAve,K,N1GtLIGt_4,Neutral,,MoreUnstable,,,Strong,Slight,K,SIG,XNIL,XNIL,LowEvrywhere,,Average,Steep,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,,AllElse,LVorOther,LongAnticyc
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,VeryWet,Neutral,Wet,Wet,,Clear,PC,Clear,,,Westerly,,,Weak,,DecCapIncIns,Decreasing,Negative,LittleChange,,Jul16_Aug10,B,AB,Stifling,Average,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,Average,B,PartInhibit,,Slight,B,,,SIG,HighEvrywher,,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,,AllElse,,LV
StrongUp,Down,Neutral,,Down,Neutral,Neutral,Dry,Dry,Clear,PC,,Clear,Strong,Strong,Westerly,,Strong,Strong,Marked,IncCapDecIns,,Negative,LittleChange,,Aug20_Sep15,J,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,GJ,,,Moderate,J,SVR,SVR,SVR,LowSHighN,Steep,Average,Steep,StrongFront,,,LittleChange,Other,LV,LVorOther,LV
Down,StronUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Neutral,Wet,Clear,PC,Clear,Clear,Weak,Strong,StrongWest,Strong,Strong,,Marked,IncCapDecIns,Increasing,,LittleChange,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,,Unfavorable,,E,SVR,SIG,SIG,HighEvrywher,CloseToDryAd,Average,Steep,OtherRapid,MoistMDryL,MovingFtorOt,LittleChange,,SWQuad,Westerly,LV
WeakUp,Neutral,Neutral,Neutral,Neutral,,Neutral,Wet,,Clear,Cloudy,,Clear,,Strong,DCVZFavor,Strong,,Strong,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,,D,CThruK,PartInhibit,MoreThanAve,Average,CDEJ,,Neutral,,MoreUnstable,D,,Strong,Slight,D,SVR,SVR,SVR,LowSHighN,Steep,Average,CloseToDryAd,StrongFront,Other,,NegToPos,Other,AllElse,,LongAnticyc
Neutral,Down,WeakUp,Down,Down,Dry,Wet,Neutral,Neutral,PC,PC,Clear,Clear,,Strong,,Strong,,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,,A,AB,,LessThanAve,Average,ABI,,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Strong,,SVR,,SVR,LowSHighN,,Average,CloseToDryAd,OtherRapid,DryMMoistL,MovingFtorOt,PosToNeg,Moving,SWQuad,Westerly,DenvCyclone
Neutral,Down,Neutral,Neutral,Neutral,,Neutral,Wet,Wet,,PC,Clear,Clear,Strong,,Westerly,Strong,Weak,Strong,Some,IncCapDecIns,Increasing,,Decreasing,SVR,Aug20_Sep15,D,,Stifling,MoreThanAve,MoreThanAve,,N1GtLIGt_4,,LessUnstable,LessUnstable,D,PartInhibit,Strong,,D,XNIL,SIG,SVR,LowSHighN,Steep,Dry,Steep,MarkedUpper,,DenvCyclone,PosToNeg,,NWQuad,Westerly,SEQuad
WeakUp,Neutral,WeakUp,Neutral,Neutral,Wet,Neutral,Wet,Wet,Clear,,,PC,Weak,,Westerly,,Weak,Weak,Marked,LittleChange,,Neutral,Decreasing,SVR,Jul16_Aug10,J,CThruK,Stifling,,MoreThanAve,CDEJ,,Instability,MoreUnstable,LessUnstable,GJ,PartInhibit,Unfavorable,,,XNIL,XNIL,SVR,,,Dry,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,,LV,,LV
Down,Neutral,StrongUp,,Neutral,Neutral,Dry,Dry,Dry,,Clear,Cloudy,PC,Weak,Weak,Westerly,Weak,Weak,Weak,,IncCapDecIns,Increasing,WeakPos,LittleChange,SIG,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,,Moderate,Slight,,SVR,SVR,SVR,LowSHighN,Steep,,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,LittleChange,QStationary,SWQuad,Westerly,DenvCyclone
WeakUp,Down,StrongUp,WeakUp,WeakUp,Neutral,VeryWet,Neutral,Wet,,Cloudy,,Cloudy,Strong,Strong,Westerly,,Weak,Strong,Some,IncCapDecIns,,Neutral,,SVR,May15_Jun14,K,CThruK,,,Average,K,LIGt0,Stability,Average,MoreUnstable,,PartInhibit,Weak,,K,,XNIL,SVR,LowEvrywhere,ModerateOrLe,Average,Steep,NoMajor,,E_W_N,,Other,NWQuad,Westerly,LongAnticyc
StrongUp,Neutral,,,StrongUp,Neutral,Neutral,Neutral,,,PC,Clear,Clear,,,StrongWest,,,Weak,,,Decreasing,StrongPos,Increasing,XNIL,Aug20_Sep15,I,CThruK,PartInhibit,Average,Average,ABI,LIGt0,,LessUnstable,Average,HI,,Weak,Slight,I,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,Dry,Steep,OtherRapid,DryMMoistL,MovingFtorOt,PosToNeg,QStationary,AllElse,LVorOther,E_NE
Down,Neutral,WeakUp,,Neutral,Neutral,Wet,Wet,VeryWet,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,,Strong,Marked,LittleChange,LittleChange,,,,,C,CThruK,Stifling,Average,Average,CDEJ,LIGt0,Instability,MoreUnstable,LessUnstable,ACEFK,,Weak,,C,XNIL,XNIL,SIG,LowNHighS,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,E_W_S,LittleChange,,,,LongAnticyc
Neutral,Down,Neutral,Down,Down,Dry,,Dry,Dry,,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Strong,Some,LittleChange,LittleChange,Negative,,SVR,Aug20_Sep15,I,,,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,TotalInhibit,Unfavorable,,,XNIL,,SVR,Other,Steep,,ModerateOrLe,StrongFront,DryMMoistL,E_W_S,PosToNeg,QStationary,AllElse,LVorOther,
Down,Neutral,Neutral,Down,Down,Neutral,Neutral,Neutral,Wet,PC,Cloudy,Cloudy,Cloudy,Weak,Strong,Other,Weak,Weak,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,SIG,May15_Jun14,C,CThruK,,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,Average,Average,,,,Moderate,C,XNIL,XNIL,SIG,,Stable,Dry,Steep,,DryMMoistL,E_W_N,NegToPos,QStationary,NWQuad,Westerly,LongAnticyc
Neutral,StronUp,StrongUp,WeakUp,WeakUp,VeryWet,Neutral,Neutral,Neutral,PC,PC,PC,PC,Weak,Strong,Westerly,Strong,,Weak,,DecCapIncIns,Decreasing,Neutral,,SIG,,I,CThruK,TotalInhibit,MoreThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,HI,,Weak,Slight,I,SIG,SIG,SIG,LowSHighN,Stable,Average,Steep,OtherRapid,DryMMoistL,MovingFtorOt,LittleChange,QStationary,AllElse,LVorOther,DenvCyclone
StrongUp,StronUp,,WeakUp,WeakUp,Wet,VeryWet,VeryWet,VeryWet,PC,Cloudy,PC,PC,,Strong,,,,,Some,DecCapIncIns,,Negative,LittleChange,,Aug11_Aug20,J,,TotalInhibit,Average,LessThanAve,,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Weak,,J,SVR,SVR,SVR,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,StrongFront,DryMMoistL,DryLine,LittleChange,,LV,LVorOther,LV
WeakUp,Neutral,,,WeakUp,Neutral,Dry,Wet,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Weak,,Weak,Marked,IncCapDecIns,,Neutral,Increasing,SIG,Aug11_Aug20,K,CThruK,Stifling,,MoreThanAve,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Strong,K,,XNIL,,LowAtStation,,Dry,ModerateOrLe,MarkedUpper,,Other,SigPositive,,AllElse,Westerly,WidespdDnsl
Down,WeakUp,StrongUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,PC,PC,PC,PC,Strong,Strong,Other,,,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,,Average,Average,ACEFK,PartInhibit,Moderate,,,XNIL,XNIL,SIG,Other,Steep,Dry,CloseToDryAd,StrongFront,DryMMoistL,MovingFtorOt,LittleChange,Moving,AllElse,Westerly,WidespdDnsl
WeakUp,,,,Neutral,Neutral,,Neutral,Wet,Clear,PC,Clear,Clear,Strong,,DCVZFavor,,,,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,,Jul2_Jul15,,AB,,LessThanAve,LessThanAve,,LIGt0,Neutral,Average,LessUnstable,,PartInhibit,Unfavorable,,B,XNIL,XNIL,SIG,,ModerateOrLe,VeryMoist,CloseToDryAd,MarkedUpper,MoistMDryL,,LittleChange,Other,,Westerly,
,Down,StrongUp,WeakUp,WeakUp,Neutral,,Neutral,Wet,PC,,PC,Cloudy,,,StrongWest,,,,,IncCapDecIns,,,Decreasing,XNIL,Jun15_Jul1,C,,PartInhibit,Average,MoreThanAve,,LIGt0,Stability,Average,LessUnstable,ACEFK,,Moderate,Moderate,C,XNIL,,SIG,LowAtStation,Steep,,CloseToDryAd,NoMajor,Other,E_W_N,SigPositive,QStationary,NWQuad,Westerly,LongAnticyc
Down,Neutral,Down,Neutral,Neutral,,Neutral,VeryWet,,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,May15_Jun14,G,CThruK,PartInhibit,Average,Average,G,N1GtLIGt_4,Neutral,Average,LessUnstable,GJ,,Moderate,Moderate,G,XNIL,XNIL,SVR,LowEvrywhere,CloseToDryAd,Dry,,NoMajor,,,LittleChange,,LV,,WidespdDnsl
Down,Neutral,WeakUp,,Down,Neutral,Wet,Neutral,,Clear,Cloudy,,PC,Strong,Strong,StrongWest,Strong,,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,Jul2_Jul15,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,,Stability,LessUnstable,,GJ,TotalInhibit,,,,XNIL,SIG,,LowAtStation,ModerateOrLe,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,Other,,LVorOther,LV
StrongUp,WeakUp,Neutral,StrongUp,StrongUp,Dry,,,,PC,PC,,Cloudy,,,,,Weak,Weak,,DecCapIncIns,Decreasing,,Increasing,XNIL,,A,AB,PartInhibit,LessThanAve,,ABI,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,,Unfavorable,Slight,A,SVR,SVR,,LowMtsHighPl,Stable,,Steep,MarkedUpper,DryMMoistL,DenvCyclone,LittleChange,Other,SWQuad,Westerly,DenvCyclone
StrongUp,Neutral,Down,WeakUp,WeakUp,Wet,Neutral,Neutral,Dry,Clear,Cloudy,,Clear,Strong,Strong,StrongWest,Strong,,Weak,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug20_Sep15,G,CThruK,Stifling,Average,Average,G,N5GtLIGt_8,,,LessUnstable,GJ,PartInhibit,Moderate,Moderate,G,XNIL,,SIG,LowEvrywhere,Steep,Dry,CloseToDryAd,MarkedUpper,Other,DryLine,PosToNeg,,,Westerly,
,,Down,Down,Down,Neutral,Neutral,Dry,Dry,,,Cloudy,PC,Weak,,DCVZFavor,Weak,,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,A,AB,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,MoreUnstable,,Stifling,Moderate,Slight,,SVR,SVR,SVR,HighEvrywher,ModerateOrLe,VeryMoist,Steep,MarkedUpper,Other,E_W_S,PosToNeg,QStationary,SWQuad,Westerly,DenvCyclone
Down,Down,Down,,Down,Neutral,Dry,Wet,Neutral,Clear,PC,Cloudy,,Weak,Strong,DCVZFavor,Weak,Strong,Strong,,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Aug11_Aug20,I,CThruK,,LessThanAve,MoreThanAve,,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,Stifling,Moderate,,I,SIG,SIG,,LowMtsHighPl,,Average,,NoMajor,DryMMoistL,MovingFtorOt,SigPositive,,LV,Westerly,E_NE
Neutral,Down,Neutral,,Neutral,,Wet,Wet,,Clear,PC,PC,PC,,Strong,,Weak,Weak,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,,Jul2_Jul15,G,CThruK,,LessThanAve,Average,G,N1GtLIGt_4,Stability,Average,MoreUnstable,GJ,TotalInhibit,Moderate,,G,XNIL,XNIL,XNIL,LowAtStation,,Dry,CloseToDryAd,MarkedUpper,Other,,NegToPos,Other,,Westerly,LV
StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,Wet,Neutral,Neutral,Wet,PC,PC,PC,Cloudy,Weak,Strong,Westerly,Strong,,Weak,Marked,DecCapIncIns,Decreasing,,,SVR,May15_Jun14,,CThruK,,Average,LessThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,D,PartInhibit,Strong,,D,XNIL,,SVR,LowMtsHighPl,CloseToDryAd,Average,CloseToDryAd,,DryMMoistL,,NegToPos,,NWQuad,Westerly,SEQuad
StrongUp,StronUp,Neutral,StrongUp,,Neutral,Dry,Dry,Wet,PC,PC,,PC,Strong,Strong,Westerly,Strong,,Strong,Marked,,Decreasing,,LittleChange,SIG,Jun15_Jul1,K,CThruK,PartInhibit,Average,,K,N1GtLIGt_4,Instability,Average,,ACEFK,,Moderate,Slight,K,XNIL,XNIL,SIG,Other,Steep,Dry,,StrongFront,DryMMoistL,Other,,,AllElse,LVorOther,LongAnticyc
StrongUp,WeakUp,Down,,,VeryWet,Neutral,VeryWet,VeryWet,Clear,,,PC,Weak,,StrongWest,Strong,,Strong,Marked,IncCapDecIns,Increasing,,LittleChange,SVR,May15_Jun14,B,AB,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,,,LessUnstable,B,,Moderate,Moderate,B,SVR,SVR,SVR,LowEvrywhere,,Average,Steep,NoMajor,Other,DenvCyclone,PosToNeg,,LV,Westerly,DenvCyclone
Down,Neutral,,Down,Down,Neutral,VeryWet,Dry,Dry,Clear,,Clear,Clear,Strong,Strong,,Strong,Weak,,Some,LittleChange,LittleChange,,Decreasing,SVR,May15_Jun14,,CThruK,PartInhibit,LessThanAve,,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,,Weak,Moderate,D,SVR,SVR,,LowSHighN,Steep,,Steep,OtherRapid,,,PosToNeg,,AllElse,Westerly,LV
Neutral,Neutral,Down,Down,Down,Neutral,,Wet,Neutral,PC,Clear,Clear,Clear,,Weak,StrongWest,,,Weak,,IncCapDecIns,Increasing,Neutral,LittleChange,,Jul16_Aug10,B,,TotalInhibit,Average,Average,ABI,N5GtLIGt_8,Stability,Average,MoreUnstable,B,PartInhibit,,,B,XNIL,XNIL,SIG,LowNHighS,Steep,Average,Steep,,DryMMoistL,DenvCyclone,LittleChange,Other,SWQuad,LVorOther,E_NE
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,VeryWet,Wet,VeryWet,VeryWet,Clear,Clear,Clear,,Strong,Strong,,Strong,,Strong,Marked,LittleChange,,Negative,Decreasing,SVR,May15_Jun14,B,AB,,LessThanAve,LessThanAve,,,Stability,LessUnstable,LessUnstable,B,,Moderate,Slight,B,XNIL,XNIL,SVR,LowEvrywhere,Steep,,,OtherRapid,DryMMoistL,E_W_S,SigNegative,Other,AllElse,LVorOther,DenvCyclone
WeakUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Clear,PC,Clear,Clear,Weak,Weak,Other,,,,,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,A,AB,PartInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,,Unfavorable,,,XNIL,XNIL,,LowMtsHighPl,ModerateOrLe,Average,Steep,OtherRapid,DryMMoistL,,PosToNeg,Other,SWQuad,Westerly,SEQuad
StrongUp,,Neutral,WeakUp,,Dry,VeryWet,Neutral,Wet,Cloudy,PC,Cloudy,Cloudy,Strong,,Other,,,,Marked,,LittleChange,Negative,Decreasing,SIG,Jul16_Aug10,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,GJ,,Unfavorable,,J,XNIL,,SIG,,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,DryLine,,,LV,LVorOther,
Down,WeakUp,WeakUp,Neutral,,Wet,Dry,Wet,Wet,PC,PC,PC,PC,Weak,Strong,,Strong,,Strong,Marked,IncCapDecIns,Increasing,,Increasing,SIG,Jul16_Aug10,B,AB,PartInhibit,Average,,ABI,N1GtLIGt_4,Neutral,,MoreUnstable,B,,Moderate,Strong,B,SVR,SVR,SVR,LowEvrywhere,ModerateOrLe,Average,CloseToDryAd,,Other,MovingFtorOt,NegToPos,Other,NWQuad,LVorOther,
StrongUp,WeakUp,Neutral,,WeakUp,,Neutral,VeryWet,VeryWet,Clear,Clear,,PC,Weak,Strong,StrongWest,Strong,Weak,Weak,Marked,,Decreasing,Neutral,LittleChange,,May15_Jun14,H,CThruK,Stifling,Average,Average,,N1GtLIGt_4,Stability,Average,Average,HI,PartInhibit,Unfavorable,Slight,,XNIL,XNIL,SVR,HighEvrywher,,VeryMoist,CloseToDryAd,MarkedUpper,Other,,NegToPos,,NWQuad,LVorOther,E_NE
Neutral,Neutral,Down,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,,,,,,Increasing,Negative,LittleChange,SVR,Aug20_Sep15,G,CThruK,Stifling,Average,MoreThanAve,G,LILt_8,Stability,MoreUnstable,MoreUnstable,GJ,,Moderate,Slight,G,,XNIL,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,StrongFront,MoistMDryL,,NegToPos,,,Westerly,WidespdDnsl
WeakUp,StronUp,Neutral,WeakUp,WeakUp,Dry,Wet,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,Aug20_Sep15,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,,,Slight,,SVR,SVR,SVR,LowAtStation,Steep,Average,ModerateOrLe,OtherRapid,DryMMoistL,DryLine,SigNegative,,AllElse,Westerly,SEQuad
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,VeryWet,Neutral,Wet,PC,Clear,Clear,PC,Weak,Weak,,Weak,,Strong,,LittleChange,LittleChange,Neutral,,SIG,Aug20_Sep15,J,CThruK,,MoreThanAve,MoreThanAve,,N1GtLIGt_4,,,Average,GJ,,Moderate,,J,XNIL,XNIL,,Other,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,DryLine,LittleChange,Other,,LVorOther,
StrongUp,Neutral,Down,Neutral,Neutral,,Dry,,Neutral,Clear,,Clear,Clear,Strong,,DCVZFavor,Weak,Weak,Weak,Some,DecCapIncIns,,Neutral,Decreasing,,Jul2_Jul15,J,CThruK,Stifling,MoreThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,,Weak,Strong,J,,SIG,SIG,,ModerateOrLe,Average,CloseToDryAd,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,LV
WeakUp,Neutral,,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,,PC,Cloudy,PC,Strong,Strong,,Strong,,,Marked,IncCapDecIns,,WeakPos,Decreasing,SIG,Jul16_Aug10,I,CThruK,,LessThanAve,LessThanAve,ABI,,,Average,,HI,,,Slight,I,XNIL,XNIL,SIG,,ModerateOrLe,,CloseToDryAd,OtherRapid,,E_W_N,PosToNeg,Moving,SWQuad,Westerly,LongAnticyc
StrongUp,Down,StrongUp,StrongUp,StrongUp,Neutral,VeryWet,Neutral,VeryWet,PC,PC,PC,Cloudy,Strong,Strong,StrongWest,Strong,,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug20_Sep15,K,,PartInhibit,LessThanAve,LessThanAve,,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,,Weak,,K,XNIL,XNIL,SIG,Other,Steep,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,,SigPositive,Moving,,LVorOther,SEQuad
Down,Neutral,WeakUp,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,PC,Clear,Clear,Clear,,Strong,StrongWest,Strong,Strong,Strong,,LittleChange,LittleChange,Negative,,XNIL,Aug20_Sep15,J,,Stifling,Average,Average,CDEJ,N5GtLIGt_8,,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,,J,XNIL,XNIL,XNIL,,Steep,,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,,AllElse,,LV
Down,,WeakUp,Neutral,Neutral,Wet,Wet,Wet,Neutral,,Cloudy,Cloudy,Cloudy,Weak,,Westerly,Weak,,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Aug20_Sep15,H,CThruK,PartInhibit,Average,Average,H,N1GtLIGt_4,Stability,,MoreUnstable,HI,PartInhibit,Unfavorable,,H,SIG,,,Other,ModerateOrLe,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigNegative,,AllElse,Westerly,E_NE
Neutral,Down,StrongUp,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,Clear,,PC,,,,Other,,Weak,Weak,,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul16_Aug10,F,CThruK,,LessThanAve,LessThanAve,F,,Neutral,LessUnstable,LessUnstable,ACEFK,,Weak,Slight,F,,XNIL,XNIL,HighEvrywher,ModerateOrLe,VeryMoist,,NoMajor,Other,,LittleChange,,LV,,E_NE
Neutral,Down,Neutral,Neutral,Neutral,,,Neutral,,PC,PC,PC,PC,,,Other,,Weak,Weak,,DecCapIncIns,,WeakPos,LittleChange,XNIL,Aug20_Sep15,A,AB,PartInhibit,Average,Average,ABI,,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,A,,SIG,SIG,HighEvrywher,Stable,Average,ModerateOrLe,MarkedUpper,Other,MovingFtorOt,NegToPos,,SWQuad,Westerly,
,,Neutral,Neutral,Neutral,VeryWet,Dry,Neutral,,PC,Cloudy,PC,PC,Weak,Strong,Westerly,Strong,,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,,LILt_8,Neutral,MoreUnstable,MoreUnstable,,,Weak,,K,XNIL,XNIL,SVR,Other,,,ModerateOrLe,NoMajor,Other,DryLine,SigPositive,Other,,LVorOther,WidespdDnsl
Down,StronUp,Neutral,,Neutral,Neutral,Wet,Neutral,Neutral,,PC,Clear,Clear,,Strong,,,,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,,May15_Jun14,B,,PartInhibit,Average,Average,ABI,N1GtLIGt_4,,LessUnstable,LessUnstable,B,PartInhibit,Weak,Slight,B,SVR,SVR,SVR,LowNHighS,ModerateOrLe,VeryMoist,Steep,,MoistMDryL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,DenvCyclone
WeakUp,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,Cloudy,Cloudy,Strong,Strong,DCVZFavor,,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,,E,CThruK,PartInhibit,Average,Average,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,Stifling,,,E,,SVR,SVR,LowNHighS,CloseToDryAd,Dry,Steep,OtherRapid,MoistMDryL,Other,LittleChange,Other,SWQuad,LVorOther,LV
,Neutral,StrongUp,WeakUp,WeakUp,Dry,,Dry,Neutral,PC,PC,PC,PC,,,Westerly,,,,,DecCapIncIns,Decreasing,StrongPos,,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,,Average,ACEFK,PartInhibit,Moderate,,,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,,Steep,OtherRapid,Other,E_W_S,PosToNeg,,NWQuad,LVorOther,WidespdDnsl
Neutral,Neutral,Neutral,,Neutral,Neutral,VeryWet,Wet,,Clear,Clear,Clear,Clear,,,Other,,Weak,Weak,,LittleChange,LittleChange,Neutral,Increasing,XNIL,Jun15_Jul1,B,AB,Stifling,Average,Average,ABI,N5GtLIGt_8,Stability,Average,Average,B,PartInhibit,Unfavorable,,B,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Average,Steep,,Other,DenvCyclone,LittleChange,Other,SWQuad,LVorOther,SEQuad
Down,Down,Down,Down,Down,Dry,Wet,VeryWet,Wet,Cloudy,PC,Cloudy,,,Weak,Westerly,,,,Some,,Increasing,Negative,Decreasing,XNIL,Jul2_Jul15,B,AB,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,Instability,Average,LessUnstable,B,Stifling,Weak,,B,XNIL,XNIL,XNIL,LowMtsHighPl,,VeryMoist,,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,SEQuad
