N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
StrongUp,Down,Neutral,StrongUp,StrongUp,,Wet,,,Clear,,Clear,Cloudy,Strong,Strong,DCVZFavor,Strong,,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,C,,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,,PartInhibit,Moderate,Moderate,,XNIL,XNIL,SIG,LowEvrywhere,Steep,Average,ModerateOrLe,MarkedUpper,MoistMDryL,,SigPositive,,AllElse,Westerly,LongAnticyc
WeakUp,WeakUp,,,Neutral,Wet,Neutral,Wet,Wet,,PC,,Cloudy,Weak,Strong,StrongWest,Weak,,,,,,Negative,,SIG,,F,CThruK,PartInhibit,Average,MoreThanAve,F,N5GtLIGt_8,,,LessUnstable,,PartInhibit,Moderate,Slight,,XNIL,XNIL,,HighEvrywher,Stable,VeryMoist,ModerateOrLe,StrongFront,,,SigNegative,,AllElse,LVorOther,E_NE
Down,StronUp,Down,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,PC,Clear,Clear,,Strong,Strong,StrongWest,Weak,Weak,,Some,LittleChange,LittleChange,,LittleChange,SIG,,,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,,,Strong,,SIG,SIG,SIG,,Steep,Average,,MarkedUpper,Other,DenvCyclone,,,SWQuad,Westerly,DenvCyclone
StrongUp,Neutral,StrongUp,WeakUp,,Wet,Wet,Dry,Neutral,,Cloudy,Cloudy,PC,,,Other,,,,,,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,,CThruK,,,,CDEJ,,Stability,Average,MoreUnstable,,,Moderate,Moderate,J,,,XNIL,LowNHighS,Steep,Average,Steep,,,DryLine,LittleChange,,,LVorOther,LV
WeakUp,Neutral,Down,Neutral,Neutral,Wet,Wet,Neutral,Neutral,PC,PC,PC,PC,,,,,,,,,Increasing,StrongPos,Increasing,XNIL,Aug20_Sep15,,,,LessThanAve,,ABI,,Stability,LessUnstable,,ACEFK,PartInhibit,Unfavorable,,,,SVR,SVR,,Stable,,Steep,,Other,DenvCyclone,,QStationary,SWQuad,Westerly,
WeakUp,,Down,WeakUp,,Neutral,Neutral,Neutral,,Clear,,,,,Weak,Westerly,,,Weak,Some,DecCapIncIns,Decreasing,,,XNIL,,I,,PartInhibit,MoreThanAve,Average,ABI,N1GtLIGt_4,,MoreUnstable,MoreUnstable,HI,,Weak,,I,,SVR,SVR,,Stable,Average,,,,MovingFtorOt,PosToNeg,Moving,,Westerly,E_NE
WeakUp,,Neutral,Neutral,,Dry,Dry,,VeryWet,Clear,Cloudy,Cloudy,,,,Other,,,,,IncCapDecIns,Increasing,StrongPos,Increasing,,,B,AB,,,MoreThanAve,ABI,,Neutral,,Average,B,Stifling,Weak,,B,SIG,SIG,SIG,Other,ModerateOrLe,,Steep,NoMajor,DryMMoistL,E_W_N,LittleChange,,,,SEQuad
Down,StronUp,,Down,Down,Dry,Neutral,VeryWet,,,,,Clear,Weak,,DCVZFavor,,,,Marked,,LittleChange,,LittleChange,SIG,May15_Jun14,,CThruK,PartInhibit,,Average,H,,Neutral,Average,Average,HI,PartInhibit,Unfavorable,,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,VeryMoist,Steep,MarkedUpper,,MovingFtorOt,LittleChange,,,Westerly,E_NE
,Neutral,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,Wet,Clear,Cloudy,,Clear,Strong,Strong,,Strong,Weak,Strong,,LittleChange,LittleChange,Neutral,Decreasing,,,C,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,,,,Strong,Slight,C,SIG,SIG,,LowEvrywhere,,Dry,Steep,NoMajor,Other,E_W_S,PosToNeg,,,Westerly,
StrongUp,WeakUp,Down,WeakUp,WeakUp,Neutral,Dry,Neutral,,PC,,PC,PC,,,DCVZFavor,,,Weak,,LittleChange,LittleChange,Negative,LittleChange,,May15_Jun14,F,CThruK,,LessThanAve,,,N1GtLIGt_4,Stability,Average,Average,,PartInhibit,Unfavorable,Slight,F,XNIL,,XNIL,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,,,PosToNeg,,AllElse,LVorOther,LV
StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,,Wet,VeryWet,Clear,Cloudy,PC,Cloudy,,,DCVZFavor,Weak,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SVR,,,,,LessThanAve,LessThanAve,CDEJ,,Stability,Average,LessUnstable,ACEFK,,Weak,Slight,C,,SVR,SVR,,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,Other,E_W_S,SigPositive,,NWQuad,LVorOther,
,Down,Neutral,,,Wet,Wet,Wet,,Cloudy,Cloudy,,PC,Weak,Weak,Other,,Weak,,,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,,E,CThruK,PartInhibit,,Average,CDEJ,,,Average,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,E,SIG,,SIG,LowNHighS,Stable,,ModerateOrLe,OtherRapid,MoistMDryL,,,QStationary,SWQuad,LVorOther,LV
Neutral,,,Neutral,Neutral,,VeryWet,,,,Cloudy,,Cloudy,,,Other,,,Weak,,,,Neutral,LittleChange,XNIL,Aug20_Sep15,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,,Average,,TotalInhibit,Moderate,Slight,C,,XNIL,XNIL,,,Dry,Steep,MarkedUpper,DryMMoistL,E_W_N,SigPositive,,,LVorOther,WidespdDnsl
WeakUp,,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,,,Strong,,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Jul16_Aug10,H,CThruK,PartInhibit,Average,MoreThanAve,H,,Instability,,MoreUnstable,HI,Stifling,Moderate,,H,XNIL,XNIL,SVR,Other,Stable,,,MarkedUpper,DryMMoistL,E_W_N,,,NWQuad,,E_NE
,,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,PC,Clear,PC,PC,,,,,,,,,,Neutral,Decreasing,XNIL,Jul2_Jul15,D,,PartInhibit,Average,LessThanAve,,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,D,,,,D,XNIL,SIG,SIG,Other,Steep,,ModerateOrLe,StrongFront,Other,,,,SWQuad,,
Down,,Neutral,,Neutral,,,,Dry,Clear,,,,,Strong,Westerly,,Weak,Strong,Some,,,Negative,Decreasing,SIG,Aug11_Aug20,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,,,Average,LessUnstable,,,Unfavorable,,J,XNIL,,SIG,,CloseToDryAd,,ModerateOrLe,NoMajor,DryMMoistL,,LittleChange,,LV,,LV
,Neutral,Neutral,,,VeryWet,VeryWet,VeryWet,,,Cloudy,Clear,PC,Weak,,Other,,,,Some,LittleChange,LittleChange,WeakPos,,SIG,Jul16_Aug10,B,,,,LessThanAve,ABI,LIGt0,Neutral,LessUnstable,MoreUnstable,B,PartInhibit,Moderate,Moderate,B,SIG,SIG,SIG,,ModerateOrLe,VeryMoist,Steep,,MoistMDryL,DenvCyclone,,,AllElse,,DenvCyclone
StrongUp,Neutral,,Neutral,,Dry,Dry,Neutral,Neutral,,Cloudy,,Clear,,,StrongWest,Weak,Weak,Weak,Some,,Increasing,Negative,,,,G,CThruK,,Average,MoreThanAve,G,N1GtLIGt_4,Neutral,,Average,GJ,,,,,SIG,,,LowEvrywhere,,Dry,CloseToDryAd,OtherRapid,MoistMDryL,E_W_S,,QStationary,AllElse,Westerly,LongAnticyc
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Clear,Clear,Clear,Clear,,,,,,,,DecCapIncIns,,Neutral,Decreasing,XNIL,,K,CThruK,,,LessThanAve,K,LIGt0,,Average,,ACEFK,PartInhibit,Moderate,Strong,K,,SIG,SIG,,,VeryMoist,,StrongFront,DryMMoistL,DenvCyclone,,,NWQuad,LVorOther,WidespdDnsl
Neutral,,Neutral,Neutral,,Neutral,VeryWet,Wet,Wet,Clear,,Clear,Clear,Weak,Strong,Westerly,Weak,,,Some,,,Neutral,LittleChange,SVR,Aug20_Sep15,G,CThruK,PartInhibit,,,G,N5GtLIGt_8,Stability,Average,LessUnstable,GJ,TotalInhibit,Weak,,G,XNIL,,SVR,LowEvrywhere,CloseToDryAd,,CloseToDryAd,NoMajor,,,LittleChange,,NWQuad,LVorOther,
,WeakUp,,WeakUp,WeakUp,VeryWet,Dry,,Wet,PC,PC,,PC,Weak,Strong,DCVZFavor,Weak,,Strong,Marked,,,Negative,LittleChange,SIG,Aug20_Sep15,,,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,,Stability,Average,MoreUnstable,GJ,PartInhibit,Moderate,,J,XNIL,,SIG,LowAtStation,Stable,,,,,,LittleChange,,LV,LVorOther,LV
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Dry,Neutral,,,PC,Clear,Clear,,,StrongWest,Strong,,Strong,,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,,J,,PartInhibit,,LessThanAve,CDEJ,,,LessUnstable,LessUnstable,GJ,,Weak,Slight,J,,XNIL,,Other,,Dry,ModerateOrLe,OtherRapid,MoistMDryL,DryLine,,,,LVorOther,LV
Down,WeakUp,StrongUp,Neutral,,Neutral,Dry,,Neutral,PC,Cloudy,,Cloudy,Strong,,Westerly,Strong,,Strong,Some,IncCapDecIns,Increasing,WeakPos,,SIG,,G,CThruK,TotalInhibit,,,G,N1GtLIGt_4,,Average,MoreUnstable,GJ,,Moderate,Strong,G,SIG,,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,,,QStationary,SWQuad,LVorOther,WidespdDnsl
Down,WeakUp,StrongUp,Neutral,,,Neutral,Wet,Wet,PC,,Cloudy,Cloudy,Weak,Strong,DCVZFavor,,,Weak,,IncCapDecIns,,Negative,,SIG,May15_Jun14,,CThruK,,,MoreThanAve,,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Weak,Slight,H,XNIL,XNIL,,LowMtsHighPl,Stable,Average,,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,Moving,,,DenvCyclone
,,,WeakUp,WeakUp,,VeryWet,,Neutral,Clear,,Clear,Clear,Strong,Strong,DCVZFavor,,Weak,Weak,Marked,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,May15_Jun14,B,,PartInhibit,LessThanAve,,ABI,N5GtLIGt_8,,Average,LessUnstable,B,,Unfavorable,,B,,XNIL,XNIL,LowMtsHighPl,,VeryMoist,Steep,NoMajor,DryMMoistL,,LittleChange,,NWQuad,LVorOther,DenvCyclone
Down,Down,,,,VeryWet,Dry,Neutral,,PC,Cloudy,,PC,Weak,Strong,,,Weak,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,E,,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,,Average,ACEFK,PartInhibit,Strong,,,XNIL,XNIL,SIG,LowAtStation,Steep,Dry,Steep,NoMajor,MoistMDryL,DryLine,SigNegative,,SWQuad,,
,,,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,PC,PC,PC,Clear,,Strong,Westerly,Strong,Strong,,Some,DecCapIncIns,Decreasing,,LittleChange,,Aug20_Sep15,K,CThruK,,Average,Average,K,,Instability,MoreUnstable,MoreUnstable,ACEFK,,Weak,,,XNIL,XNIL,XNIL,,Steep,Average,ModerateOrLe,,DryMMoistL,MovingFtorOt,LittleChange,Other,,Westerly,LongAnticyc
Neutral,,StrongUp,,,,Neutral,Neutral,Neutral,PC,,PC,Cloudy,Strong,Strong,Other,Weak,,Weak,,LittleChange,LittleChange,StrongPos,Increasing,XNIL,,J,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,,,Moderate,Strong,,SIG,,,LowAtStation,ModerateOrLe,,,NoMajor,MoistMDryL,,LittleChange,Other,,LVorOther,DenvCyclone
Down,Neutral,Neutral,,Neutral,,Wet,Neutral,Neutral,Clear,PC,,,,Weak,DCVZFavor,Weak,Weak,,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jun15_Jul1,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Stability,MoreUnstable,,GJ,,Moderate,Moderate,G,SIG,,,LowEvrywhere,,Dry,,MarkedUpper,,E_W_S,,,LV,LVorOther,LongAnticyc
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,,,,,Strong,Strong,,DecCapIncIns,,StrongPos,,XNIL,Aug20_Sep15,,AB,,MoreThanAve,Average,,N5GtLIGt_8,,MoreUnstable,,,PartInhibit,Weak,,B,,SVR,SVR,HighEvrywher,Stable,VeryMoist,Steep,,Other,DenvCyclone,,,,LVorOther,E_NE
,WeakUp,Neutral,WeakUp,WeakUp,,Neutral,Wet,VeryWet,Clear,PC,,PC,Strong,Strong,,,,Weak,Some,DecCapIncIns,Decreasing,,LittleChange,SVR,,K,CThruK,,,LessThanAve,K,,Instability,,,,PartInhibit,Unfavorable,,K,,XNIL,SVR,Other,,,,StrongFront,DryMMoistL,,SigPositive,QStationary,,Westerly,WidespdDnsl
Neutral,StronUp,WeakUp,WeakUp,WeakUp,,VeryWet,Neutral,Wet,PC,,PC,PC,Strong,Strong,StrongWest,Strong,,Weak,,,,Neutral,Increasing,SIG,Aug20_Sep15,,CThruK,,MoreThanAve,MoreThanAve,G,LILt_8,,MoreUnstable,MoreUnstable,GJ,,Weak,,G,,XNIL,,,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,MoistMDryL,DryLine,PosToNeg,,AllElse,Westerly,WidespdDnsl
Neutral,,StrongUp,WeakUp,WeakUp,Wet,Wet,Dry,Neutral,,PC,,,Strong,,Westerly,Strong,,Strong,Some,DecCapIncIns,Decreasing,WeakPos,,XNIL,,,AB,Stifling,MoreThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,,MoreUnstable,B,PartInhibit,Weak,,B,,SIG,,LowSHighN,Stable,Average,Steep,NoMajor,DryMMoistL,,,Moving,NWQuad,Westerly,DenvCyclone
WeakUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,VeryWet,Wet,VeryWet,Clear,,PC,,,,Westerly,,,Weak,,LittleChange,,Negative,,XNIL,,E,CThruK,PartInhibit,,LessThanAve,,LIGt0,Stability,LessUnstable,,ACEFK,PartInhibit,Moderate,,E,,XNIL,,LowMtsHighPl,Steep,Average,ModerateOrLe,OtherRapid,MoistMDryL,E_W_S,,,AllElse,Westerly,LV
,Neutral,Down,Neutral,Neutral,,Neutral,Neutral,Neutral,Clear,,Clear,Clear,,Strong,StrongWest,,Weak,Weak,Some,,,Negative,Decreasing,XNIL,Aug20_Sep15,A,AB,,LessThanAve,LessThanAve,,LIGt0,Stability,LessUnstable,LessUnstable,,,Moderate,,A,SVR,SVR,SVR,HighEvrywher,Stable,Average,,,,DenvCyclone,,QStationary,SWQuad,LVorOther,DenvCyclone
,,WeakUp,WeakUp,WeakUp,VeryWet,Neutral,Wet,,,Clear,,PC,,Strong,StrongWest,Strong,Weak,,Marked,LittleChange,LittleChange,,Decreasing,,Jun15_Jul1,G,CThruK,PartInhibit,Average,Average,G,,Neutral,Average,,GJ,,Moderate,Moderate,G,,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,,Other,E_W_N,,,NWQuad,LVorOther,LongAnticyc
StrongUp,Down,WeakUp,WeakUp,WeakUp,Dry,Neutral,VeryWet,,Clear,,Clear,Clear,,Strong,DCVZFavor,Weak,Strong,Weak,,,Increasing,WeakPos,Increasing,,Aug20_Sep15,B,AB,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,TotalInhibit,,,,XNIL,,SIG,HighEvrywher,,Dry,ModerateOrLe,OtherRapid,DryMMoistL,DenvCyclone,SigNegative,,,LVorOther,DenvCyclone
Down,StronUp,StrongUp,Neutral,,Neutral,Wet,Wet,Wet,,,Clear,,,,,Strong,,,Some,,Increasing,Negative,,SVR,May15_Jun14,K,CThruK,,LessThanAve,LessThanAve,,,,LessUnstable,LessUnstable,,PartInhibit,,Strong,K,SVR,SVR,SVR,,ModerateOrLe,VeryMoist,ModerateOrLe,,DryMMoistL,,SigPositive,,AllElse,,
Down,WeakUp,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,,PC,Clear,Clear,,,,Westerly,,,,,DecCapIncIns,Decreasing,Neutral,LittleChange,,Jul16_Aug10,D,CThruK,,Average,LessThanAve,,N5GtLIGt_8,Neutral,,,D,,,Strong,D,SIG,,SIG,LowMtsHighPl,,Dry,Steep,MarkedUpper,MoistMDryL,DryLine,PosToNeg,,NWQuad,,
StrongUp,Neutral,WeakUp,WeakUp,,,Neutral,Dry,Neutral,PC,,PC,,Strong,Strong,StrongWest,Strong,Strong,,Marked,,LittleChange,,Increasing,SIG,,K,,PartInhibit,Average,Average,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,,,Strong,Strong,K,SVR,SVR,SVR,Other,,VeryMoist,,MarkedUpper,DryMMoistL,DryLine,SigNegative,,AllElse,,WidespdDnsl
Neutral,Neutral,,,Neutral,Dry,Dry,Wet,Wet,,Clear,Cloudy,Cloudy,,Strong,Westerly,Strong,,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,E,CThruK,,Average,,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,,PartInhibit,Weak,Slight,E,XNIL,XNIL,,,,Average,CloseToDryAd,NoMajor,,,,Moving,SWQuad,LVorOther,LV
,StronUp,,StrongUp,,Dry,Dry,Wet,Wet,PC,,Clear,,,,DCVZFavor,Weak,Weak,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,XNIL,,I,,PartInhibit,Average,,ABI,LILt_8,,Average,MoreUnstable,HI,,Unfavorable,,I,SIG,SIG,SIG,LowMtsHighPl,,Average,,NoMajor,,,LittleChange,,SWQuad,Westerly,E_NE
Neutral,StronUp,,,StrongUp,VeryWet,Neutral,VeryWet,,Clear,,Clear,Clear,,Weak,,,,,,DecCapIncIns,,Negative,Decreasing,,Aug20_Sep15,B,AB,,,,ABI,N5GtLIGt_8,Instability,MoreUnstable,Average,B,,Moderate,Slight,,XNIL,XNIL,SIG,HighEvrywher,,,Steep,NoMajor,Other,E_W_S,,,,LVorOther,SEQuad
StrongUp,Neutral,Neutral,Neutral,Neutral,Dry,Wet,,Neutral,Clear,,Clear,,,Weak,,Strong,,Weak,Some,LittleChange,,,Increasing,XNIL,Jul16_Aug10,F,,,LessThanAve,,F,N1GtLIGt_4,,Average,MoreUnstable,ACEFK,,Weak,Strong,,XNIL,XNIL,,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,,E_W_N,SigNegative,,AllElse,,LV
Down,Neutral,,Down,Down,,Neutral,,,Clear,Clear,Clear,Clear,Weak,,StrongWest,Weak,Weak,Weak,,IncCapDecIns,Increasing,WeakPos,Decreasing,,Jul2_Jul15,B,AB,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,,,MoreUnstable,B,,Unfavorable,,B,XNIL,XNIL,,HighEvrywher,ModerateOrLe,Dry,CloseToDryAd,,MoistMDryL,DenvCyclone,PosToNeg,Other,,LVorOther,
WeakUp,Neutral,Down,Neutral,Neutral,,,,,PC,,,,Strong,Strong,Other,,,,,,Decreasing,,,XNIL,,J,,Stifling,MoreThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,Average,Average,,,Strong,Moderate,,SVR,SVR,SVR,LowAtStation,Steep,,ModerateOrLe,NoMajor,,,LittleChange,,LV,,
StrongUp,WeakUp,,Down,Down,VeryWet,,,VeryWet,Cloudy,Cloudy,Cloudy,,Strong,Strong,Westerly,Strong,,,,IncCapDecIns,Increasing,StrongPos,LittleChange,SIG,Aug20_Sep15,K,CThruK,,,,,N1GtLIGt_4,Neutral,,,,,Moderate,Moderate,K,SVR,SVR,SVR,,Stable,Dry,ModerateOrLe,StrongFront,Other,MovingFtorOt,SigNegative,QStationary,,Westerly,WidespdDnsl
WeakUp,WeakUp,Neutral,,WeakUp,Neutral,Dry,Dry,,,,Cloudy,PC,Weak,Weak,Westerly,,,,,IncCapDecIns,,Negative,Decreasing,,Aug20_Sep15,C,CThruK,Stifling,,,,,,LessUnstable,,ACEFK,PartInhibit,,Moderate,C,,XNIL,SIG,,,Dry,,NoMajor,MoistMDryL,E_W_N,PosToNeg,,LV,LVorOther,LongAnticyc
Neutral,StronUp,,StrongUp,StrongUp,Wet,Neutral,,Wet,,,PC,,Weak,Strong,,Strong,Strong,,,,LittleChange,StrongPos,,,Aug20_Sep15,A,AB,PartInhibit,Average,Average,ABI,LIGt0,Instability,LessUnstable,,ACEFK,PartInhibit,Moderate,,A,,XNIL,SIG,,ModerateOrLe,,Steep,StrongFront,DryMMoistL,Other,,Other,SWQuad,Westerly,E_NE
,,,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Clear,Clear,Clear,PC,Weak,,StrongWest,,,Weak,Some,IncCapDecIns,,Negative,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,K,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,,Weak,,K,XNIL,XNIL,,Other,ModerateOrLe,,,,Other,MovingFtorOt,SigPositive,,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,WeakUp,,WeakUp,Dry,Dry,,Neutral,Cloudy,PC,Cloudy,Cloudy,,Strong,Westerly,Strong,,Weak,Marked,DecCapIncIns,,Negative,,SVR,,E,CThruK,PartInhibit,,,CDEJ,N1GtLIGt_4,Instability,,,ACEFK,,Moderate,Strong,,XNIL,XNIL,SVR,LowAtStation,,,ModerateOrLe,NoMajor,,,SigNegative,,SWQuad,,LV
,Neutral,,Neutral,,Neutral,Neutral,,Wet,,Clear,,,,,Westerly,,,Weak,Some,,,Neutral,LittleChange,XNIL,May15_Jun14,,CThruK,,MoreThanAve,,CDEJ,,Instability,,MoreUnstable,ACEFK,PartInhibit,Moderate,,C,,XNIL,XNIL,,Steep,Dry,Steep,NoMajor,MoistMDryL,E_W_N,NegToPos,,AllElse,LVorOther,WidespdDnsl
Down,,Neutral,Down,,VeryWet,Dry,,Dry,PC,,,PC,,,,Strong,,Strong,,,LittleChange,Neutral,,XNIL,Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LILt_8,,Average,Average,ACEFK,,Weak,,,,,SVR,,ModerateOrLe,,,OtherRapid,MoistMDryL,,SigPositive,,SWQuad,Westerly,LV
Neutral,Neutral,StrongUp,,WeakUp,Neutral,Dry,Neutral,Neutral,Clear,PC,,Clear,Strong,Strong,DCVZFavor,Weak,Strong,Weak,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SVR,,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,,MoreUnstable,GJ,,,,J,XNIL,,SVR,LowAtStation,Steep,,,NoMajor,,DryLine,SigNegative,Other,LV,LVorOther,LV
,Neutral,Neutral,,Neutral,Wet,VeryWet,Wet,Wet,PC,PC,PC,PC,Weak,Strong,Westerly,,Strong,Strong,,LittleChange,,,,XNIL,Jul2_Jul15,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,,,Moderate,Moderate,,SVR,,SVR,,CloseToDryAd,,ModerateOrLe,NoMajor,Other,,LittleChange,,SWQuad,,
,Neutral,,WeakUp,WeakUp,,Dry,,VeryWet,,Clear,,PC,,Strong,DCVZFavor,Weak,,Weak,Marked,,Increasing,Negative,,,,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,,Moderate,Slight,E,,SIG,,LowEvrywhere,CloseToDryAd,,ModerateOrLe,NoMajor,,DenvCyclone,NegToPos,,SWQuad,Westerly,
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,VeryWet,Clear,Clear,,,Weak,Strong,DCVZFavor,Weak,Weak,,Marked,,LittleChange,Negative,Decreasing,SIG,,I,CThruK,,LessThanAve,,,N1GtLIGt_4,Stability,,LessUnstable,HI,PartInhibit,Moderate,Moderate,I,SIG,,,,,Dry,CloseToDryAd,,,,SigNegative,QStationary,SWQuad,Westerly,
,WeakUp,Neutral,,Down,Neutral,Dry,,Dry,PC,Cloudy,PC,,,,Westerly,,,Weak,,LittleChange,,Negative,Decreasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,MoreThanAve,MoreThanAve,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,,PartInhibit,Weak,,B,XNIL,XNIL,XNIL,LowAtStation,Stable,,ModerateOrLe,NoMajor,Other,,LittleChange,Other,LV,,SEQuad
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Wet,,,,Cloudy,Cloudy,,Strong,Strong,Westerly,,Weak,Weak,Marked,DecCapIncIns,,WeakPos,,,Jul16_Aug10,J,CThruK,,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,,,,Moderate,J,SIG,,SIG,LowEvrywhere,CloseToDryAd,,Steep,,Other,,,,LV,,LV
,StronUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,,Clear,Clear,PC,Clear,Strong,,StrongWest,Strong,Weak,Weak,,IncCapDecIns,Increasing,,Increasing,SVR,Jul16_Aug10,A,,,LessThanAve,Average,,N1GtLIGt_4,,LessUnstable,LessUnstable,ACEFK,Stifling,Weak,,,,,SVR,HighEvrywher,,VeryMoist,,MarkedUpper,Other,E_W_S,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
WeakUp,Neutral,Down,Down,Down,,,Neutral,Neutral,,PC,Clear,Clear,,,,,,,,LittleChange,LittleChange,Neutral,LittleChange,,Jul16_Aug10,,,Stifling,,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,,Weak,,C,,XNIL,XNIL,LowAtStation,,Dry,ModerateOrLe,,MoistMDryL,E_W_N,LittleChange,,SWQuad,,
,Neutral,Down,Neutral,Neutral,Neutral,VeryWet,VeryWet,VeryWet,PC,PC,PC,PC,,,Westerly,,,,,LittleChange,LittleChange,,,,Aug20_Sep15,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,,,XNIL,XNIL,SIG,,,Average,ModerateOrLe,NoMajor,MoistMDryL,E_W_N,NegToPos,,,Westerly,
