N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
WeakUp,,StrongUp,StrongUp,StrongUp,Neutral,Wet,VeryWet,VeryWet,PC,,,Cloudy,Strong,Strong,,Strong,,Strong,Marked,DecCapIncIns,Decreasing,Negative,LittleChange,XNIL,Aug20_Sep15,B,AB,Stifling,Average,LessThanAve,ABI,LILt_8,Stability,LessUnstable,LessUnstable,B,TotalInhibit,Weak,,B,XNIL,XNIL,XNIL,HighEvrywher,Stable,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,E_W_N,LittleChange,Other,AllElse,Westerly,SEQuad
Down,StronUp,Neutral,,Neutral,Wet,Dry,Neutral,Neutral,PC,Clear,Clear,,,,Other,,Weak,,,IncCapDecIns,,Negative,Decreasing,XNIL,Jul2_Jul15,,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,,J,SVR,SVR,,LowSHighN,ModerateOrLe,Dry,CloseToDryAd,NoMajor,,,LittleChange,Other,AllElse,LVorOther,DenvCyclone
WeakUp,Neutral,Neutral,Neutral,,Wet,Dry,Neutral,Neutral,Clear,PC,,Clear,Weak,Strong,Other,,Strong,Weak,,DecCapIncIns,Decreasing,Negative,,SIG,Jul2_Jul15,,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,,,LessUnstable,ACEFK,PartInhibit,Moderate,,E,XNIL,XNIL,SIG,LowAtStation,Steep,,ModerateOrLe,NoMajor,Other,E_W_N,,,LV,Westerly,LV
WeakUp,StronUp,Down,Down,Down,Neutral,Wet,,Wet,Clear,Clear,Clear,Clear,,Weak,DCVZFavor,Weak,,Strong,,IncCapDecIns,Increasing,Negative,,SIG,Aug20_Sep15,J,CThruK,PartInhibit,Average,,CDEJ,LILt_8,Stability,Average,LessUnstable,GJ,TotalInhibit,Strong,Moderate,J,XNIL,XNIL,SIG,HighEvrywher,CloseToDryAd,,CloseToDryAd,,Other,DryLine,,Other,LV,LVorOther,E_NE
Down,Neutral,Neutral,Neutral,,Wet,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,,,StrongWest,,Weak,,,IncCapDecIns,Increasing,,,XNIL,Jul2_Jul15,E,,,,Average,CDEJ,,Instability,Average,,,Stifling,,Slight,E,SVR,SIG,SIG,HighEvrywher,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,,NegToPos,Other,,,LV
Down,Neutral,,Down,Down,,Neutral,Neutral,Neutral,PC,PC,Cloudy,,,,StrongWest,,,Weak,,,,Neutral,Increasing,XNIL,May15_Jun14,B,AB,Stifling,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,B,,Moderate,,,SIG,SIG,SIG,,ModerateOrLe,VeryMoist,,,DryMMoistL,DenvCyclone,LittleChange,Other,NWQuad,LVorOther,SEQuad
StrongUp,Down,Neutral,Down,Down,,Dry,Neutral,Dry,PC,Clear,Clear,Clear,,,DCVZFavor,,Weak,Weak,,IncCapDecIns,,,,XNIL,May15_Jun14,D,CThruK,,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,D,,Moderate,Slight,D,SIG,SIG,,LowSHighN,CloseToDryAd,,Steep,OtherRapid,Other,,SigNegative,Other,AllElse,Westerly,SEQuad
Neutral,,,Neutral,Neutral,Dry,Wet,Wet,Wet,PC,Clear,PC,PC,Strong,Strong,DCVZFavor,,,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,SIG,,K,CThruK,PartInhibit,Average,MoreThanAve,K,LIGt0,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,,K,,XNIL,SIG,LowNHighS,ModerateOrLe,VeryMoist,ModerateOrLe,StrongFront,,,NegToPos,,SWQuad,Westerly,WidespdDnsl
StrongUp,,,StrongUp,StrongUp,VeryWet,Wet,VeryWet,VeryWet,Clear,PC,Clear,Cloudy,Strong,Strong,DCVZFavor,Strong,,Weak,,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,LILt_8,,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,,,XNIL,,LowEvrywhere,Steep,Average,ModerateOrLe,MarkedUpper,MoistMDryL,E_W_N,SigPositive,,AllElse,Westerly,
WeakUp,,Down,Neutral,Neutral,Wet,Neutral,Wet,,Cloudy,PC,Cloudy,Cloudy,Weak,Strong,StrongWest,Weak,,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,F,CThruK,PartInhibit,Average,MoreThanAve,F,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,,F,XNIL,XNIL,SIG,HighEvrywher,Stable,VeryMoist,ModerateOrLe,StrongFront,Other,,SigNegative,,,LVorOther,
,StronUp,,Neutral,Neutral,Wet,Neutral,,Neutral,,Clear,Clear,Clear,Strong,Strong,StrongWest,,Weak,,Some,LittleChange,,,LittleChange,SIG,Jul2_Jul15,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,,Instability,MoreUnstable,MoreUnstable,,,Moderate,Strong,A,SIG,SIG,SIG,LowEvrywhere,Steep,Average,CloseToDryAd,MarkedUpper,Other,DenvCyclone,SigNegative,Moving,SWQuad,Westerly,DenvCyclone
StrongUp,Neutral,StrongUp,WeakUp,WeakUp,,,Dry,Neutral,Cloudy,Cloudy,Cloudy,PC,,,,,,,,IncCapDecIns,Increasing,WeakPos,Increasing,,Jul16_Aug10,J,CThruK,PartInhibit,Average,,CDEJ,N5GtLIGt_8,Stability,,MoreUnstable,GJ,,,Moderate,,XNIL,XNIL,XNIL,LowNHighS,Steep,,Steep,NoMajor,Other,DryLine,,,LV,,
WeakUp,Neutral,Down,Neutral,Neutral,Wet,Wet,Neutral,Neutral,,PC,PC,PC,,,DCVZFavor,,Strong,,,IncCapDecIns,,,Increasing,XNIL,Aug20_Sep15,A,AB,,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,,A,SVR,SVR,SVR,HighEvrywher,Stable,VeryMoist,Steep,MarkedUpper,Other,DenvCyclone,NegToPos,QStationary,,Westerly,DenvCyclone
WeakUp,StronUp,Down,WeakUp,WeakUp,Neutral,,Neutral,Wet,,,Clear,Clear,,Weak,,,,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,,,I,CThruK,,MoreThanAve,Average,ABI,N1GtLIGt_4,Neutral,,MoreUnstable,HI,Stifling,,,I,,SVR,SVR,LowSHighN,,,Steep,NoMajor,Other,MovingFtorOt,PosToNeg,Moving,SWQuad,Westerly,E_NE
WeakUp,WeakUp,Neutral,,Neutral,Dry,Dry,VeryWet,VeryWet,Clear,,Cloudy,Cloudy,,,Other,,,,,IncCapDecIns,Increasing,StrongPos,,XNIL,May15_Jun14,B,,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,Average,B,Stifling,Weak,,B,SIG,SIG,SIG,,ModerateOrLe,Average,Steep,NoMajor,DryMMoistL,E_W_N,LittleChange,,,Westerly,SEQuad
,StronUp,Down,,Down,,,VeryWet,Wet,Cloudy,PC,PC,Clear,Weak,Strong,DCVZFavor,Weak,,,Marked,LittleChange,LittleChange,Neutral,,,May15_Jun14,H,CThruK,,Average,Average,H,N5GtLIGt_8,,,Average,,,Unfavorable,,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,VeryMoist,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,,,,Westerly,E_NE
Down,Neutral,,,Neutral,,Dry,VeryWet,Wet,Clear,Cloudy,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,,Decreasing,SIG,Aug20_Sep15,C,,,,Average,CDEJ,N1GtLIGt_4,Neutral,,MoreUnstable,ACEFK,Stifling,Strong,Slight,C,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,,E_W_S,PosToNeg,Other,NWQuad,Westerly,
StrongUp,WeakUp,,WeakUp,,Neutral,,,,PC,PC,PC,PC,,,DCVZFavor,,,Weak,,,LittleChange,Negative,LittleChange,XNIL,May15_Jun14,F,CThruK,,,LessThanAve,,N1GtLIGt_4,Stability,Average,Average,,PartInhibit,Unfavorable,Slight,,,XNIL,,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,,PosToNeg,,AllElse,LVorOther,LV
,,Neutral,Neutral,Neutral,Neutral,Wet,Wet,,Clear,,PC,Cloudy,,Strong,DCVZFavor,Weak,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SVR,Aug20_Sep15,C,,,,,CDEJ,,,Average,LessUnstable,ACEFK,,Weak,Slight,,XNIL,SVR,SVR,LowNHighS,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,,,SigPositive,,NWQuad,LVorOther,
,Down,Neutral,Neutral,Neutral,,Wet,Wet,Wet,Cloudy,Cloudy,Cloudy,PC,,Weak,Other,,,,,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,May15_Jun14,E,CThruK,PartInhibit,Average,Average,,N1GtLIGt_4,Stability,,MoreUnstable,,PartInhibit,Strong,Moderate,,,SIG,SIG,LowNHighS,Stable,,,OtherRapid,MoistMDryL,,LittleChange,QStationary,SWQuad,LVorOther,LV
,Neutral,Neutral,Neutral,Neutral,Dry,VeryWet,,VeryWet,PC,,,Cloudy,,,Other,,,,,LittleChange,LittleChange,,LittleChange,,Aug20_Sep15,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,,Neutral,Average,,ACEFK,TotalInhibit,Moderate,,C,,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,Steep,MarkedUpper,DryMMoistL,,SigPositive,,AllElse,LVorOther,WidespdDnsl
WeakUp,Neutral,Neutral,Neutral,Neutral,,VeryWet,,Neutral,,,Clear,Clear,Strong,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Jul16_Aug10,H,CThruK,PartInhibit,Average,,H,N1GtLIGt_4,Instability,,MoreUnstable,,,Moderate,,H,XNIL,,SVR,,,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_N,,Moving,NWQuad,,E_NE
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Wet,Wet,PC,Clear,PC,PC,,,Westerly,,,,,DecCapIncIns,,Neutral,Decreasing,,Jul2_Jul15,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,,LessUnstable,D,,Moderate,,D,XNIL,SIG,SIG,Other,Steep,Dry,,StrongFront,,,NegToPos,,,LVorOther,LongAnticyc
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,,,Clear,,Strong,,,Weak,,Some,,,Negative,Decreasing,SIG,Aug11_Aug20,,,PartInhibit,LessThanAve,LessThanAve,CDEJ,LILt_8,Stability,Average,LessUnstable,,PartInhibit,Unfavorable,,J,,,SIG,LowAtStation,CloseToDryAd,Dry,ModerateOrLe,NoMajor,DryMMoistL,,LittleChange,,,LVorOther,LV
WeakUp,Neutral,,,WeakUp,VeryWet,,VeryWet,VeryWet,PC,Cloudy,Clear,PC,Weak,Strong,,,,,Some,,LittleChange,WeakPos,Increasing,SIG,Jul16_Aug10,,AB,,LessThanAve,LessThanAve,,LIGt0,,LessUnstable,,B,PartInhibit,Moderate,,B,SIG,SIG,SIG,LowMtsHighPl,,VeryMoist,Steep,OtherRapid,MoistMDryL,DenvCyclone,LittleChange,Other,,LVorOther,DenvCyclone
StrongUp,Neutral,Down,Neutral,Neutral,Dry,Dry,Neutral,Neutral,Clear,Cloudy,Clear,Clear,,,StrongWest,Weak,,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul16_Aug10,G,CThruK,,,,G,,Neutral,Average,Average,GJ,,Strong,,G,SIG,SIG,SIG,LowEvrywhere,,Dry,CloseToDryAd,OtherRapid,MoistMDryL,E_W_S,SigNegative,QStationary,AllElse,Westerly,
WeakUp,,Neutral,Neutral,,Neutral,Wet,,Wet,Clear,Clear,Clear,,,,StrongWest,,,,,DecCapIncIns,,,Decreasing,XNIL,May15_Jun14,K,CThruK,PartInhibit,Average,LessThanAve,,LIGt0,Stability,,,ACEFK,PartInhibit,,Strong,K,SIG,SIG,SIG,,Steep,VeryMoist,ModerateOrLe,StrongFront,DryMMoistL,DenvCyclone,SigPositive,,NWQuad,LVorOther,WidespdDnsl
Neutral,Neutral,Neutral,,Neutral,Neutral,VeryWet,Wet,Wet,Clear,PC,Clear,Clear,Weak,Strong,Westerly,Weak,,Weak,Some,IncCapDecIns,Increasing,,LittleChange,,Aug20_Sep15,,CThruK,PartInhibit,Average,MoreThanAve,G,N5GtLIGt_8,Stability,Average,,GJ,TotalInhibit,Weak,,G,XNIL,XNIL,SVR,LowEvrywhere,,Dry,CloseToDryAd,NoMajor,Other,,LittleChange,,NWQuad,LVorOther,WidespdDnsl
StrongUp,WeakUp,,,WeakUp,,Dry,Wet,Wet,PC,PC,,,Weak,Strong,DCVZFavor,,,Strong,Marked,,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,GJ,PartInhibit,Moderate,,J,XNIL,XNIL,,LowAtStation,Stable,Dry,Steep,NoMajor,DryMMoistL,E_W_S,LittleChange,,,LVorOther,LV
StrongUp,,WeakUp,WeakUp,WeakUp,Neutral,Dry,Neutral,,,PC,Clear,,,Weak,StrongWest,Strong,,Strong,,,Decreasing,StrongPos,Increasing,XNIL,Jun15_Jul1,J,,,LessThanAve,LessThanAve,CDEJ,,Stability,,LessUnstable,,,Weak,,,XNIL,XNIL,XNIL,Other,ModerateOrLe,,ModerateOrLe,OtherRapid,MoistMDryL,,SigNegative,Other,,LVorOther,LV
Down,WeakUp,StrongUp,,Neutral,Neutral,Dry,,Neutral,PC,,Cloudy,Cloudy,,Strong,,Strong,Weak,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,G,CThruK,TotalInhibit,MoreThanAve,,,,Instability,Average,MoreUnstable,GJ,,,Strong,G,SIG,SIG,SIG,,CloseToDryAd,,,OtherRapid,MoistMDryL,,LittleChange,,SWQuad,LVorOther,WidespdDnsl
,WeakUp,StrongUp,,Neutral,VeryWet,Neutral,Wet,Wet,PC,PC,Cloudy,Cloudy,,Strong,DCVZFavor,,,Weak,Some,,Increasing,Negative,LittleChange,,May15_Jun14,H,CThruK,,,MoreThanAve,H,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Weak,Slight,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,,NWQuad,LVorOther,DenvCyclone
WeakUp,,WeakUp,WeakUp,,Neutral,,Neutral,Neutral,Clear,PC,Clear,,Strong,Strong,DCVZFavor,Weak,,Weak,,,LittleChange,WeakPos,Decreasing,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,,,N5GtLIGt_8,Instability,Average,LessUnstable,B,,Unfavorable,,B,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,E_W_N,,,NWQuad,LVorOther,DenvCyclone
Down,Down,Neutral,Down,Down,VeryWet,Dry,Neutral,Neutral,PC,Cloudy,PC,PC,Weak,Strong,Other,,,Weak,,IncCapDecIns,Increasing,,LittleChange,SIG,Aug20_Sep15,E,CThruK,,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Strong,Moderate,,XNIL,XNIL,SIG,,Steep,Dry,Steep,NoMajor,MoistMDryL,DryLine,SigNegative,QStationary,SWQuad,LVorOther,LongAnticyc
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,,PC,PC,PC,Clear,Strong,Strong,Westerly,,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Aug20_Sep15,,CThruK,,,Average,K,,Instability,MoreUnstable,MoreUnstable,ACEFK,,Weak,Slight,K,XNIL,,XNIL,LowEvrywhere,,Average,ModerateOrLe,,,,LittleChange,Other,AllElse,Westerly,LongAnticyc
,Neutral,StrongUp,,WeakUp,Neutral,Neutral,Neutral,,,,PC,Cloudy,Strong,Strong,Other,Weak,,Weak,,LittleChange,LittleChange,StrongPos,,XNIL,Jul16_Aug10,,,,Average,Average,CDEJ,,Instability,,MoreUnstable,GJ,,Moderate,Strong,J,SIG,SIG,SIG,LowAtStation,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,,LittleChange,Other,,LVorOther,DenvCyclone
Down,Neutral,Neutral,,Neutral,,Wet,Neutral,Neutral,Clear,PC,,PC,,,DCVZFavor,Weak,Weak,Weak,,LittleChange,LittleChange,Neutral,,XNIL,Jun15_Jul1,G,CThruK,Stifling,MoreThanAve,MoreThanAve,,N5GtLIGt_8,,MoreUnstable,MoreUnstable,,,Moderate,,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,E_W_S,SigPositive,,LV,LVorOther,
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Clear,PC,Clear,,,,StrongWest,,Strong,Strong,,DecCapIncIns,,,Increasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,MoreThanAve,Average,ABI,N5GtLIGt_8,,MoreUnstable,MoreUnstable,B,PartInhibit,Weak,,B,SVR,SVR,SVR,HighEvrywher,Stable,VeryMoist,Steep,NoMajor,Other,DenvCyclone,PosToNeg,,,,
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,,,Wet,,,PC,,PC,Strong,Strong,Westerly,Weak,,Weak,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,SVR,May15_Jun14,K,,,,LessThanAve,K,,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,,K,XNIL,XNIL,SVR,,,Average,,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,QStationary,AllElse,Westerly,WidespdDnsl
Neutral,,WeakUp,WeakUp,WeakUp,Neutral,VeryWet,,Wet,,Clear,PC,PC,,Strong,,Strong,,Weak,Marked,LittleChange,,Neutral,Increasing,SIG,,,CThruK,PartInhibit,MoreThanAve,,,LILt_8,Stability,,,GJ,PartInhibit,Weak,,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,MoistMDryL,DryLine,PosToNeg,,AllElse,Westerly,
,WeakUp,StrongUp,WeakUp,,Wet,Wet,,Neutral,,PC,Clear,Clear,Strong,Strong,Westerly,Strong,,,,DecCapIncIns,Decreasing,WeakPos,,XNIL,,B,AB,Stifling,MoreThanAve,,ABI,N5GtLIGt_8,Instability,MoreUnstable,,B,PartInhibit,Weak,,B,SIG,SIG,,LowSHighN,Stable,Average,Steep,NoMajor,,E_W_N,,,,Westerly,DenvCyclone
,Neutral,StrongUp,StrongUp,StrongUp,Wet,,Wet,VeryWet,Clear,,PC,Cloudy,,,,,Weak,Weak,,LittleChange,LittleChange,Negative,LittleChange,XNIL,Jul16_Aug10,,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,LIGt0,Stability,,LessUnstable,,PartInhibit,Moderate,Strong,E,,XNIL,XNIL,LowMtsHighPl,Steep,,ModerateOrLe,OtherRapid,MoistMDryL,,SigNegative,,AllElse,Westerly,LV
Down,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,,Strong,StrongWest,Strong,Weak,Weak,Some,LittleChange,LittleChange,Negative,,XNIL,Aug20_Sep15,A,AB,,,LessThanAve,ABI,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,,Moderate,Strong,A,SVR,SVR,,HighEvrywher,Stable,Average,CloseToDryAd,,DryMMoistL,DenvCyclone,LittleChange,QStationary,,LVorOther,DenvCyclone
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,VeryWet,Neutral,Wet,VeryWet,,Clear,Clear,PC,Strong,Strong,StrongWest,Strong,Weak,,Marked,LittleChange,LittleChange,Negative,Decreasing,XNIL,,G,,,Average,Average,G,N5GtLIGt_8,Neutral,Average,LessUnstable,GJ,,Moderate,Moderate,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,,CloseToDryAd,StrongFront,,,SigNegative,,,,
StrongUp,Down,WeakUp,WeakUp,WeakUp,,Neutral,VeryWet,Wet,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,,Strong,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,,ABI,,Stability,LessUnstable,LessUnstable,B,TotalInhibit,Weak,,B,XNIL,XNIL,SIG,HighEvrywher,Steep,Dry,ModerateOrLe,OtherRapid,DryMMoistL,DenvCyclone,SigNegative,,AllElse,LVorOther,DenvCyclone
Down,,,Neutral,Neutral,Neutral,Wet,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,,Strong,Some,,Increasing,Negative,Decreasing,SVR,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,LessThanAve,,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,,Moderate,Strong,K,,SVR,,Other,ModerateOrLe,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,DryLine,SigPositive,,AllElse,Westerly,SEQuad
Down,WeakUp,,WeakUp,WeakUp,Dry,Dry,,,PC,Clear,Clear,PC,,,Westerly,,,,,DecCapIncIns,Decreasing,,LittleChange,XNIL,Jul16_Aug10,,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,,,D,,Moderate,Strong,,SIG,SIG,SIG,LowMtsHighPl,Steep,Dry,Steep,MarkedUpper,MoistMDryL,DryLine,PosToNeg,,NWQuad,LVorOther,
,Neutral,WeakUp,WeakUp,,Dry,Neutral,,Neutral,PC,PC,PC,PC,,,StrongWest,Strong,Strong,,,LittleChange,LittleChange,WeakPos,Increasing,,,K,CThruK,,Average,Average,K,N5GtLIGt_8,,MoreUnstable,MoreUnstable,ACEFK,,Strong,Strong,K,,SVR,SVR,Other,Steep,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,DryLine,SigNegative,Moving,AllElse,LVorOther,WidespdDnsl
Neutral,Neutral,Neutral,,Neutral,Dry,Dry,Wet,Wet,PC,Clear,,Cloudy,Strong,Strong,,Strong,,Weak,Some,IncCapDecIns,Increasing,,Increasing,SIG,Jul16_Aug10,E,CThruK,,,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,E,,XNIL,SIG,,Steep,,,NoMajor,MoistMDryL,,NegToPos,Moving,SWQuad,LVorOther,
StrongUp,StronUp,,StrongUp,,Dry,Dry,Wet,Wet,,PC,Clear,,,,DCVZFavor,Weak,Weak,Strong,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,,I,CThruK,PartInhibit,Average,Average,ABI,LILt_8,Stability,,MoreUnstable,HI,,,,I,SIG,SIG,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,,DryMMoistL,E_W_N,LittleChange,,SWQuad,Westerly,E_NE
,StronUp,Neutral,,,VeryWet,Neutral,VeryWet,VeryWet,,PC,Clear,Clear,,,Other,,,,,,Decreasing,Negative,Decreasing,,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,,MoreUnstable,Average,B,PartInhibit,Moderate,,,XNIL,XNIL,SIG,HighEvrywher,,VeryMoist,Steep,NoMajor,Other,E_W_S,,Other,LV,LVorOther,SEQuad
StrongUp,Neutral,,Neutral,Neutral,Dry,,Neutral,,Clear,,Clear,Clear,,,StrongWest,Strong,,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul16_Aug10,F,CThruK,,LessThanAve,LessThanAve,F,N1GtLIGt_4,,Average,MoreUnstable,,,Weak,Strong,F,XNIL,,XNIL,HighEvrywher,,VeryMoist,ModerateOrLe,NoMajor,Other,E_W_N,SigNegative,,AllElse,LVorOther,LV
Down,Neutral,WeakUp,Down,,,Neutral,Wet,,Clear,,Clear,Clear,Weak,Strong,StrongWest,Weak,Weak,,Marked,IncCapDecIns,Increasing,WeakPos,Decreasing,,,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,,,,B,,,,,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,,CloseToDryAd,MarkedUpper,MoistMDryL,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,SEQuad
WeakUp,Neutral,Down,Neutral,Neutral,VeryWet,Wet,,VeryWet,PC,,,PC,Strong,Strong,Other,,,,,,Decreasing,WeakPos,LittleChange,XNIL,Aug20_Sep15,J,,Stifling,MoreThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,Average,Average,GJ,,Strong,Moderate,J,SVR,SVR,SVR,LowAtStation,Steep,,ModerateOrLe,NoMajor,DryMMoistL,,LittleChange,QStationary,LV,LVorOther,DenvCyclone
StrongUp,WeakUp,,Down,Down,VeryWet,,VeryWet,,Cloudy,Cloudy,Cloudy,,,Strong,Westerly,Strong,,Weak,Some,IncCapDecIns,Increasing,StrongPos,LittleChange,SIG,Aug20_Sep15,K,,,LessThanAve,LessThanAve,K,N1GtLIGt_4,Neutral,,,ACEFK,,Moderate,Moderate,K,SVR,SVR,SVR,,Stable,Dry,ModerateOrLe,StrongFront,,MovingFtorOt,SigNegative,QStationary,NWQuad,Westerly,WidespdDnsl
,,Neutral,WeakUp,WeakUp,Neutral,,,Dry,Cloudy,PC,,,Weak,Weak,Westerly,Weak,Weak,,,,Increasing,,Decreasing,SIG,,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,,LessUnstable,,ACEFK,PartInhibit,Moderate,Moderate,C,XNIL,XNIL,SIG,LowEvrywhere,Stable,Dry,CloseToDryAd,NoMajor,,E_W_N,PosToNeg,,LV,LVorOther,LongAnticyc
,StronUp,Neutral,,,Wet,Neutral,Neutral,,PC,Clear,PC,PC,Weak,Strong,StrongWest,,Strong,Strong,Marked,,,,,SIG,Aug20_Sep15,A,AB,PartInhibit,Average,Average,ABI,LIGt0,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,,A,XNIL,XNIL,SIG,LowSHighN,,,Steep,StrongFront,DryMMoistL,Other,PosToNeg,Other,SWQuad,Westerly,
